@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R105,63,102,99,109,65,115,114,113,112,108,107,103,106,69,62,60,38,3,5,119'

@attribute CUSR0000SAS numeric
@attribute M2SL numeric
@attribute CPIMEDSL numeric
@attribute CPIAUCSL numeric
@attribute PCEPI numeric
@attribute BOGMBASE numeric
@attribute CES3000000008 numeric
@attribute CES2000000008 numeric
@attribute CES0600000008 numeric
@attribute DSERRG3M086SBEA numeric
@attribute CUSR0000SA0L5 numeric
@attribute CUSR0000SA0L2 numeric
@attribute CUSR0000SAC numeric
@attribute CPIULFSL numeric
@attribute REALLN numeric
@attribute M1SL numeric
@attribute BUSINVx numeric
@attribute SRVPRD numeric
@attribute DPCERA3M086SBEA numeric
@attribute RETAILx numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
-1.092692,-0.803216,-1.032741,-1.150836,-1.188222,-0.643573,-1.107804,-1.015517,-1.074321,-1.106471,-1.160461,-1.174129,-1.247241,-1.150178,-0.883451,-0.449847,-1.051996,-1.05457,-0.937466,-0.953527,'\'(-inf-6.266667]\''
-1.091799,-0.801802,-1.032172,-1.149661,-1.186116,-0.643053,-1.102335,-1.00787,-1.071868,-1.104925,-1.159222,-1.172835,-1.245552,-1.148999,-0.882864,-0.449274,-1.050264,-1.047928,-0.934039,-0.948785,'\'(-inf-6.266667]\''
-1.090905,-0.800456,-1.031604,-1.14731,-1.184132,-0.642879,-1.098234,-0.996947,-1.065734,-1.104409,-1.156744,-1.168954,-1.240485,-1.14782,-0.881827,-0.448803,-1.046418,-1.042703,-0.925264,-0.945105,'\'(-inf-6.266667]\''
-1.090011,-0.799817,-1.031036,-1.143785,-1.180652,-0.643688,-1.096867,-1.005686,-1.065734,-1.102805,-1.153028,-1.165073,-1.233729,-1.146641,-0.880833,-0.448659,-1.043145,-1.036659,-0.919691,-0.94193,'\'(-inf-6.266667]\''
-1.088224,-0.799615,-1.030468,-1.139083,-1.175921,-0.643226,-1.0955,-1.003501,-1.06328,-1.100829,-1.148073,-1.159898,-1.225284,-1.144283,-0.879697,-0.448762,-1.039981,-1.031371,-0.918506,-0.940247,'\'(-inf-6.266667]\''
-1.08733,-0.798874,-1.029899,-1.135557,-1.170945,-0.64236,-1.091398,-1.001316,-1.059599,-1.097851,-1.144356,-1.154724,-1.218528,-1.143104,-0.878654,-0.448557,-1.036844,-1.027688,-0.922093,-0.941882,'\'(-inf-6.266667]\''
-1.086436,-0.79768,-1.028763,-1.133207,-1.167618,-0.642071,-1.088664,-1.000224,-1.057146,-1.095703,-1.14064,-1.150842,-1.211772,-1.140746,-0.877797,-0.448106,-1.032943,-1.02369,-0.920171,-0.941882,'\'(-inf-6.266667]\''
-1.084649,-0.796586,-1.028194,-1.129681,-1.163742,-0.641724,-1.08593,-0.995854,-1.053465,-1.093154,-1.138162,-1.146961,-1.206705,-1.138388,-0.876837,-0.447737,-1.029343,-1.019409,-0.922445,-0.939848,'\'(-inf-6.266667]\''
-1.083755,-0.796047,-1.028194,-1.129681,-1.161269,-0.640626,-1.081829,-0.994762,-1.049785,-1.090605,-1.136923,-1.146961,-1.206705,-1.138388,-0.875858,-0.447574,-1.026288,-1.019755,-0.915207,-0.939779,'\'(-inf-6.266667]\''
-1.081074,-0.79566,-1.027626,-1.120279,-1.153364,-0.640511,-1.079095,-0.994762,-1.048558,-1.087598,-1.127013,-1.135318,-1.186437,-1.13603,-0.874916,-0.447533,-1.023683,-1.012893,-0.926577,-0.939112,'\'(-inf-6.266667]\''
-1.078392,-0.795576,-1.026489,-1.117928,-1.150616,-0.64028,-1.074993,-0.986023,-1.043651,-1.084247,-1.124535,-1.134025,-1.186437,-1.132493,-0.87402,-0.447492,-1.020928,-1.009147,-0.913285,-0.936099,'\'(-inf-6.266667]\''
-1.073923,-0.795021,-1.022511,-1.113227,-1.146679,-0.639529,-1.072259,-0.982745,-1.041197,-1.081641,-1.120819,-1.130144,-1.18137,-1.127777,-0.873179,-0.447266,-1.018228,-1.001655,-0.919595,-0.934837,'\'(-inf-6.266667]\''
-1.071242,-0.793961,-1.021943,-1.109701,-1.14094,-0.639066,-1.069525,-0.979468,-1.037517,-1.078892,-1.114624,-1.124969,-1.172925,-1.12424,-0.872294,-0.446857,-1.013618,-0.994258,-0.917962,-0.933018,'\'(-inf-6.266667]\''
-1.069455,-0.79285,-1.020806,-1.105,-1.135141,-0.638027,-1.066791,-0.978376,-1.03629,-1.075283,-1.110908,-1.119794,-1.166169,-1.120703,-0.871461,-0.446468,-1.007604,-0.992652,-0.925712,-0.939001,'\'(-inf-6.266667]\''
-1.066773,-0.792144,-1.01967,-1.099123,-1.128334,-0.637853,-1.065424,-0.978376,-1.03629,-1.07239,-1.104714,-1.112032,-1.156035,-1.115987,-0.870936,-0.446283,-1.00249,-0.988277,-0.926225,-0.936189,'\'(-inf-6.266667]\''
-1.064986,-0.791386,-1.018533,-1.093247,-1.11997,-0.638604,-1.061322,-0.971821,-1.030156,-1.068868,-1.097281,-1.10427,-1.142523,-1.111271,-0.870102,-0.445976,-0.998085,-0.983713,-0.931445,-0.934837,'\'(-inf-6.266667]\''
-1.061411,-0.790394,-1.01626,-1.08737,-1.111546,-0.638315,-1.058588,-0.969637,-1.027702,-1.064801,-1.091087,-1.096508,-1.132389,-1.105376,-0.869204,-0.445689,-0.992207,-0.981415,-0.930036,-0.931546,'\'(-inf-6.266667]\''
-1.059623,-0.789922,-1.014555,-1.083844,-1.106357,-0.637102,-1.057221,-0.96636,-1.026475,-1.061336,-1.088609,-1.093921,-1.129011,-1.10066,-0.868196,-0.445587,-0.988156,-0.978172,-0.927025,-0.92845,'\'(-inf-6.266667]\''
-1.055155,-0.789636,-1.012282,-1.077968,-1.099061,-0.636467,-1.044917,-0.96199,-1.01666,-1.05704,-1.081176,-1.086159,-1.118877,-1.094765,-0.867412,-0.445505,-0.98176,-0.971814,-0.924399,-0.925763,'\'(-inf-6.266667]\''
-1.05158,-0.789098,-1.008303,-1.073267,-1.092712,-0.636004,-1.038082,-0.955436,-1.010526,-1.052858,-1.07746,-1.080984,-1.112121,-1.08887,-0.866766,-0.445321,-0.975132,-0.968697,-0.926545,-0.925185,'\'(-inf-6.266667]\''
-1.047111,-0.788492,-1.005462,-1.069741,-1.087157,-0.635138,-1.03398,-0.954343,-1.006846,-1.049622,-1.072505,-1.077103,-1.108743,-1.082975,-0.866034,-0.445157,-0.968245,-0.963629,-0.923566,-0.921353,'\'(-inf-6.266667]\''
-1.042642,-0.788038,-1.002052,-1.062689,-1.079221,-0.635196,-1.027145,-0.93905,-0.999485,-1.045441,-1.065072,-1.068048,-1.095231,-1.075901,-0.865588,-0.444993,-0.963076,-0.962087,-0.916776,-0.914471,'\'(-inf-6.266667]\''
-1.038173,-0.787398,-0.99921,-1.054462,-1.071254,-0.635022,-1.021677,-0.929218,-0.993351,-1.041174,-1.057639,-1.058992,-1.083408,-1.070006,-0.865242,-0.444809,-0.95567,-0.95853,-0.925936,-0.920422,'\'(-inf-6.266667]\''
-1.034598,-0.78649,-0.996937,-1.049761,-1.065699,-0.634791,-1.013474,-0.930311,-0.987217,-1.037966,-1.051445,-1.053817,-1.074963,-1.06529,-0.864876,-0.444542,-0.948592,-0.95299,-0.928435,-0.922698,'\'(-inf-6.266667]\''
-1.031023,-0.785598,-0.995232,-1.043884,-1.059838,-0.634098,-1.012107,-0.924849,-0.984763,-1.034243,-1.04525,-1.047349,-1.066518,-1.060574,-0.864541,-0.444255,-0.942414,-0.953619,-0.938011,-0.923955,'\'(6.266667-10.533333]\''
-1.027448,-0.785009,-0.992959,-1.039183,-1.053611,-0.633116,-1.008006,-0.919387,-0.979856,-1.030119,-1.040295,-1.040881,-1.058073,-1.055858,-0.864219,-0.444153,-0.935963,-0.958121,-0.93974,-0.927609,'\'(6.266667-10.533333]\''
-1.024767,-0.784302,-0.990117,-1.034482,-1.048697,-0.633636,-1.005271,-0.916109,-0.976175,-1.025565,-1.03534,-1.037,-1.051317,-1.051143,-0.864084,-0.444215,-0.933781,-0.959065,-0.93247,-0.918955,'\'(6.266667-10.533333]\''
-1.021192,-0.78299,-0.987276,-1.030956,-1.044362,-0.634907,-0.999803,-0.917202,-0.972495,-1.02167,-1.032862,-1.034412,-1.047939,-1.047606,-0.863741,-0.443989,-0.934709,-0.956326,-0.924623,-0.915401,'\'(6.266667-10.533333]\''
-1.020298,-0.781156,-0.984434,-1.028605,-1.041646,-0.634791,-0.992968,-0.899724,-0.96636,-1.019236,-1.030385,-1.031825,-1.044561,-1.044069,-0.863431,-0.443702,-0.936113,-0.957334,-0.926545,-0.921011,'\'(6.266667-10.533333]\''
-1.017617,-0.779456,-0.982161,-1.026255,-1.038929,-0.634156,-0.992968,-0.900816,-0.965134,-1.01663,-1.027907,-1.029238,-1.042872,-1.040532,-0.863171,-0.443743,-0.935991,-0.958058,-0.92552,-0.917657,'\'(6.266667-10.533333]\''
-1.015829,-0.777302,-0.980456,-1.025079,-1.035694,-0.63404,-0.990233,-0.899724,-0.96268,-1.013394,-1.026668,-1.02665,-1.037805,-1.039353,-0.863123,-0.443129,-0.937627,-0.952518,-0.907392,-0.906296,'\'(6.266667-10.533333]\''
-1.013148,-0.774762,-0.978183,-1.020378,-1.030627,-0.633231,-0.986132,-0.893169,-0.958999,-1.009756,-1.021713,-1.022769,-1.031049,-1.035816,-0.863049,-0.442474,-0.938309,-0.953273,-0.906079,-0.90658,'\'(6.266667-10.533333]\''
-1.011361,-0.772725,-0.97591,-1.014502,-1.023637,-0.632596,-0.982031,-0.890984,-0.956546,-1.005833,-1.015519,-1.013714,-1.019226,-1.0311,-0.863062,-0.442207,-0.937613,-0.94427,-0.902332,-0.902568,'\'(6.266667-10.533333]\''
-1.008679,-0.771379,-0.974205,-1.012151,-1.020065,-0.632827,-0.976562,-0.892077,-0.951638,-1.003828,-1.013041,-1.01242,-1.017537,-1.028742,-0.863005,-0.442125,-0.936127,-0.938352,-0.89993,-0.899756,'\'(6.266667-10.533333]\''
-1.005104,-0.769966,-0.971931,-1.00745,-1.015975,-0.632769,-0.972461,-0.889892,-0.949185,-0.999733,-1.008086,-1.005952,-1.01247,-1.024026,-0.862891,-0.441798,-0.934218,-0.939391,-0.89756,-0.89924,'\'(6.266667-10.533333]\''
-1.002423,-0.768906,-0.969658,-1.003924,-1.011152,-0.63248,-0.969727,-0.892077,-0.946731,-0.996554,-1.004369,-1.000777,-1.005714,-1.020489,-0.862477,-0.441859,-0.932145,-0.932718,-0.897624,-0.89749,'\'(6.266667-10.533333]\''
-0.997061,-0.767375,-0.970227,-0.999223,-1.00578,-0.631671,-0.965626,-0.885522,-0.943051,-0.991742,-0.999414,-0.996896,-1.000647,-1.015773,-0.862183,-0.441572,-0.932431,-0.929979,-0.890546,-0.896386,'\'(6.266667-10.533333]\''
-0.994379,-0.76581,-0.967385,-0.995697,-1.00114,-0.630516,-0.961524,-0.882245,-0.93937,-0.988134,-0.995698,-0.993015,-0.997269,-1.012236,-0.86178,-0.441511,-0.932172,-0.924565,-0.881546,-0.892217,'\'(6.266667-10.533333]\''
-0.989017,-0.76406,-0.965112,-0.993346,-0.997935,-0.631209,-0.956056,-0.881153,-0.934463,-0.985298,-0.99322,-0.990427,-0.99558,-1.008699,-0.861239,-0.441245,-0.929172,-0.915468,-0.87213,-0.885456,'\'(6.266667-10.533333]\''
-0.986335,-0.761754,-0.96227,-0.992171,-0.996837,-0.63196,-0.950588,-0.877876,-0.929555,-0.982692,-0.991981,-0.989134,-0.997269,-1.006341,-0.860531,-0.440753,-0.926362,-0.908574,-0.872931,-0.887411,'\'(6.266667-10.533333]\''
-0.983654,-0.760122,-0.959429,-0.990996,-0.995554,-0.631556,-0.945119,-0.872414,-0.925875,-0.980172,-0.991981,-0.98784,-0.998958,-1.002804,-0.85958,-0.440364,-0.923484,-0.904009,-0.868158,-0.885582,'\'(6.266667-10.533333]\''
-0.981867,-0.758305,-0.957724,-0.98982,-0.993631,-0.630516,-0.945119,-0.864767,-0.923421,-0.978139,-0.990742,-0.985253,-0.997269,-1.000446,-0.858501,-0.439954,-0.919939,-0.898532,-0.861273,-0.880125,'\'(6.266667-10.533333]\''
-0.980973,-0.756403,-0.95545,-0.986294,-0.989572,-0.630227,-0.936917,-0.856028,-0.917287,-0.975303,-0.987026,-0.982665,-0.992202,-0.998088,-0.857894,-0.439708,-0.916461,-0.895951,-0.868223,-0.882412,'\'(6.266667-10.533333]\''
-0.978292,-0.755478,-0.953177,-0.982768,-0.985817,-0.629765,-0.932815,-0.860397,-0.914834,-0.972239,-0.984548,-0.978784,-0.988824,-0.994551,-0.857517,-0.439647,-0.910924,-0.893748,-0.857205,-0.876592,'\'(6.266667-10.533333]\''
-0.974717,-0.754014,-0.950336,-0.979243,-0.981452,-0.629072,-0.927347,-0.850566,-0.908699,-0.968859,-0.980832,-0.974903,-0.983757,-0.991014,-0.856964,-0.439442,-0.907269,-0.888554,-0.854387,-0.874458,'\'(6.266667-10.533333]\''
-0.972035,-0.751928,-0.948631,-0.975717,-0.976691,-0.629129,-0.920512,-0.846196,-0.902565,-0.964535,-0.977115,-0.971022,-0.97869,-0.987477,-0.856308,-0.439073,-0.904869,-0.885185,-0.852657,-0.876014,'\'(6.266667-10.533333]\''
-0.96846,-0.749891,-0.946357,-0.972191,-0.971807,-0.629072,-0.915043,-0.842919,-0.897658,-0.96107,-0.973399,-0.967141,-0.973623,-0.982761,-0.855729,-0.438951,-0.899659,-0.882541,-0.849006,-0.875987,'\'(6.266667-10.533333]\''
-0.965779,-0.747502,-0.945221,-0.968665,-0.967228,-0.628494,-0.91641,-0.835272,-0.896431,-0.958292,-0.969682,-0.961967,-0.968556,-0.979224,-0.854996,-0.438459,-0.89689,-0.878638,-0.847469,-0.871671,'\'(6.266667-10.533333]\''
-0.963098,-0.745281,-0.941243,-0.966314,-0.96323,-0.627512,-0.908208,-0.833088,-0.890297,-0.954912,-0.967205,-0.958086,-0.966867,-0.975687,-0.854311,-0.438131,-0.893917,-0.873633,-0.841768,-0.870457,'\'(6.266667-10.533333]\''
-0.960417,-0.742959,-0.939538,-0.962788,-0.958285,-0.626356,-0.902739,-0.831995,-0.88539,-0.950416,-0.963488,-0.955498,-0.9618,-0.97215,-0.853613,-0.437599,-0.891462,-0.868785,-0.828636,-0.862113,'\'(6.266667-10.533333]\''
-0.956842,-0.740738,-0.937264,-0.959262,-0.953126,-0.626703,-0.894537,-0.822164,-0.879255,-0.94675,-0.959772,-0.950324,-0.956733,-0.967434,-0.852975,-0.437169,-0.887357,-0.863025,-0.831519,-0.864248,'\'(6.266667-10.533333]\''
-0.95416,-0.738651,-0.93556,-0.952211,-0.946136,-0.627801,-0.89317,-0.822164,-0.875575,-0.942368,-0.952339,-0.942562,-0.94491,-0.963897,-0.851823,-0.436513,-0.883402,-0.858618,-0.825946,-0.857361,'\'(6.266667-10.533333]\''
-0.950585,-0.736817,-0.93215,-0.948685,-0.941619,-0.627281,-0.887701,-0.821071,-0.871894,-0.938015,-0.948622,-0.938681,-0.941532,-0.96036,-0.850687,-0.436022,-0.879474,-0.852039,-0.825273,-0.854832,'\'(6.266667-10.533333]\''
-0.94701,-0.734949,-0.929308,-0.943984,-0.936368,-0.626183,-0.880866,-0.818886,-0.86576,-0.933748,-0.943667,-0.933506,-0.933087,-0.956823,-0.849318,-0.435591,-0.874633,-0.84568,-0.823864,-0.850048,'\'(6.266667-10.533333]\''
-0.945223,-0.733368,-0.926467,-0.941633,-0.931759,-0.625952,-0.875397,-0.818886,-0.86208,-0.930426,-0.94119,-0.929625,-0.929709,-0.954465,-0.847904,-0.435346,-0.871237,-0.837873,-0.821078,-0.85142,'\'(6.266667-10.533333]\''
-0.941648,-0.731887,-0.923625,-0.938107,-0.926631,-0.62549,-0.868562,-0.813424,-0.855946,-0.926273,-0.937473,-0.925744,-0.924642,-0.950928,-0.846735,-0.435018,-0.868305,-0.82928,-0.821462,-0.849764,'\'(6.266667-10.533333]\''
-0.937179,-0.730389,-0.92192,-0.934581,-0.92187,-0.624161,-0.863094,-0.812332,-0.851038,-0.921948,-0.933757,-0.923157,-0.921264,-0.946212,-0.845409,-0.434731,-0.865973,-0.820277,-0.813263,-0.846168,'\'(6.266667-10.533333]\''
-0.934498,-0.728656,-0.919647,-0.931055,-0.917566,-0.624103,-0.858992,-0.810147,-0.848585,-0.917996,-0.931279,-0.920569,-0.917886,-0.943854,-0.843916,-0.434301,-0.862059,-0.813257,-0.81384,-0.846441,'\'(6.266667-10.533333]\''
-0.931816,-0.727108,-0.916805,-0.928705,-0.914055,-0.623988,-0.853524,-0.803593,-0.843677,-0.914216,-0.927563,-0.917982,-0.914508,-0.940318,-0.842827,-0.43385,-0.857272,-0.802649,-0.810669,-0.845053,'\'(6.266667-10.533333]\''
-0.929135,-0.725795,-0.915669,-0.925179,-0.909721,-0.623237,-0.848055,-0.799223,-0.837543,-0.911151,-0.925085,-0.915395,-0.91113,-0.936781,-0.841304,-0.433461,-0.855267,-0.795315,-0.802117,-0.838724,'\'(6.266667-10.533333]\''
-0.92556,-0.724382,-0.914532,-0.920478,-0.904349,-0.622139,-0.843954,-0.797039,-0.833863,-0.907543,-0.918891,-0.908926,-0.902685,-0.933244,-0.839846,-0.433011,-0.851135,-0.786469,-0.79584,-0.836153,'\'(6.266667-10.533333]\''
-0.922879,-0.723053,-0.912259,-0.916952,-0.89977,-0.62081,-0.839853,-0.792669,-0.831409,-0.90465,-0.916413,-0.905045,-0.899307,-0.929707,-0.838573,-0.43254,-0.847343,-0.779009,-0.79379,-0.834655,'\'(6.266667-10.533333]\''
-0.919304,-0.721471,-0.910554,-0.91225,-0.894184,-0.620637,-0.828916,-0.787207,-0.824048,-0.899839,-0.911458,-0.902458,-0.892551,-0.924991,-0.837073,-0.431823,-0.84137,-0.773311,-0.804904,-0.841142,'\'(6.266667-10.533333]\''
-0.915729,-0.720495,-0.907144,-0.908725,-0.889758,-0.621503,-0.824815,-0.781745,-0.819141,-0.895342,-0.907741,-0.897283,-0.887484,-0.922633,-0.835597,-0.431638,-0.838028,-0.764655,-0.789915,-0.833535,'\'(6.266667-10.533333]\''
-0.912154,-0.719368,-0.905439,-0.904023,-0.883562,-0.621272,-0.822081,-0.773006,-0.813007,-0.891304,-0.901547,-0.892109,-0.880728,-0.917917,-0.834079,-0.43129,-0.831632,-0.754708,-0.779506,-0.825402,'\'(6.266667-10.533333]\''
-0.907685,-0.717988,-0.902597,-0.898147,-0.876267,-0.620059,-0.815245,-0.768636,-0.804419,-0.886436,-0.895353,-0.88564,-0.870594,-0.913201,-0.83248,-0.430696,-0.824854,-0.743911,-0.773164,-0.816964,'\'(-inf-6.266667]\''
-0.90411,-0.716288,-0.900324,-0.891095,-0.869338,-0.619424,-0.811144,-0.758805,-0.799511,-0.882111,-0.889159,-0.879172,-0.86046,-0.908485,-0.830698,-0.429672,-0.820135,-0.735317,-0.768937,-0.81474,'\'(-inf-6.266667]\''
-0.899641,-0.714942,-0.898051,-0.885219,-0.862958,-0.618672,-0.804308,-0.753343,-0.79215,-0.878102,-0.881726,-0.87141,-0.850326,-0.90259,-0.828922,-0.429262,-0.814871,-0.726346,-0.765478,-0.80871,'\'(-inf-6.266667]\''
-0.895172,-0.714,-0.895778,-0.879342,-0.857586,-0.617459,-0.797473,-0.748973,-0.786016,-0.873806,-0.875532,-0.867529,-0.841881,-0.896695,-0.827275,-0.429119,-0.81003,-0.720302,-0.770538,-0.810997,'\'(-inf-6.266667]\''
-0.890704,-0.712418,-0.892936,-0.874641,-0.85258,-0.617748,-0.793372,-0.742419,-0.781109,-0.869739,-0.870577,-0.862354,-0.836814,-0.891979,-0.825399,-0.428709,-0.804452,-0.713849,-0.760962,-0.806344,'\'(-inf-6.266667]\''
-0.885341,-0.710483,-0.890663,-0.867589,-0.846933,-0.61717,-0.785169,-0.735865,-0.774975,-0.865214,-0.864383,-0.85718,-0.82668,-0.884905,-0.823828,-0.428177,-0.799037,-0.711708,-0.762691,-0.804683,'\'(-inf-6.266667]\''
-0.880872,-0.709255,-0.887821,-0.860537,-0.838966,-0.616362,-0.778334,-0.73368,-0.767614,-0.859142,-0.85695,-0.850711,-0.816546,-0.877831,-0.821893,-0.427952,-0.792273,-0.704437,-0.760866,-0.7983,'\'(-inf-6.266667]\''
-0.876404,-0.70811,-0.88498,-0.855836,-0.833258,-0.614571,-0.770131,-0.728218,-0.76148,-0.855247,-0.850756,-0.844243,-0.808101,-0.871936,-0.820154,-0.427521,-0.785795,-0.694836,-0.75699,-0.792712,'\'(-inf-6.266667]\''
-0.874616,-0.706949,-0.883275,-0.851135,-0.828527,-0.61226,-0.763296,-0.723848,-0.755346,-0.852154,-0.8458,-0.839068,-0.799656,-0.868399,-0.818525,-0.427132,-0.778935,-0.68854,-0.750489,-0.787802,'\'(-inf-6.266667]\''
-0.870147,-0.706007,-0.879297,-0.844083,-0.820835,-0.612491,-0.75646,-0.718386,-0.751665,-0.848088,-0.839606,-0.831306,-0.789522,-0.863683,-0.817684,-0.426866,-0.77378,-0.683661,-0.754396,-0.790115,'\'(-inf-6.266667]\''
-0.864785,-0.704964,-0.877023,-0.835856,-0.815371,-0.614051,-0.750992,-0.70637,-0.744304,-0.846484,-0.829696,-0.82225,-0.777699,-0.856609,-0.816731,-0.4266,-0.768106,-0.677271,-0.749144,-0.786966,'\'(-inf-6.266667]\''
-0.860316,-0.703281,-0.874182,-0.827629,-0.807313,-0.613646,-0.744156,-0.71074,-0.736943,-0.841959,-0.821024,-0.813195,-0.762499,-0.848356,-0.815594,-0.426067,-0.763715,-0.670661,-0.748087,-0.779379,'\'(-inf-6.266667]\''
-0.854953,-0.700875,-0.871909,-0.819402,-0.796477,-0.612433,-0.74689,-0.699816,-0.736943,-0.834198,-0.812352,-0.804139,-0.747298,-0.838924,-0.814199,-0.424941,-0.756118,-0.671353,-0.754204,-0.780263,'\'(-inf-6.266667]\''
-0.848697,-0.699512,-0.869067,-0.809999,-0.78561,-0.612375,-0.734587,-0.691076,-0.725902,-0.826093,-0.801203,-0.79379,-0.732097,-0.828314,-0.812788,-0.424613,-0.749777,-0.6632,-0.751161,-0.776299,'\'(-inf-6.266667]\''
-0.843335,-0.697358,-0.866226,-0.800597,-0.77685,-0.611566,-0.729118,-0.689984,-0.720994,-0.820393,-0.792531,-0.784734,-0.718585,-0.818882,-0.810874,-0.423835,-0.742508,-0.655992,-0.748375,-0.774643,'\'(-inf-6.266667]\''
-0.836185,-0.695373,-0.862816,-0.791194,-0.7687,-0.610295,-0.725017,-0.682337,-0.716087,-0.815783,-0.782621,-0.775678,-0.705073,-0.808271,-0.808539,-0.423056,-0.731884,-0.652624,-0.749432,-0.776314,'\'(-inf-6.266667]\''
-0.828141,-0.693387,-0.859974,-0.782967,-0.760459,-0.610006,-0.719549,-0.677968,-0.71118,-0.809396,-0.77271,-0.767916,-0.69325,-0.79766,-0.806924,-0.422729,-0.727151,-0.646737,-0.73771,-0.761994,'\'(-inf-6.266667]\''
-0.821885,-0.692125,-0.857133,-0.77474,-0.750874,-0.609429,-0.71408,-0.668136,-0.705046,-0.803038,-0.762799,-0.760154,-0.681427,-0.789407,-0.805233,-0.422626,-0.724574,-0.6468,-0.735019,-0.75803,'\'(-inf-6.266667]\''
-0.813841,-0.691065,-0.854291,-0.765338,-0.741931,-0.608331,-0.708612,-0.669229,-0.701365,-0.796451,-0.754128,-0.753686,-0.669604,-0.779975,-0.803557,-0.422319,-0.717182,-0.640379,-0.738767,-0.760937,'\'(-inf-6.266667]\''
-0.804903,-0.690139,-0.850881,-0.755935,-0.734269,-0.607002,-0.70451,-0.660489,-0.695231,-0.79184,-0.744217,-0.74463,-0.657781,-0.769364,-0.802209,-0.422319,-0.712872,-0.634618,-0.73598,-0.755569,'\'(-inf-6.266667]\''
-0.796859,-0.688827,-0.846335,-0.745358,-0.724929,-0.605327,-0.696308,-0.655028,-0.68787,-0.785597,-0.733068,-0.735575,-0.644269,-0.758753,-0.800846,-0.422114,-0.708385,-0.632226,-0.739247,-0.754402,'\'(-inf-6.266667]\''
-0.787028,-0.687313,-0.841788,-0.732429,-0.713177,-0.605731,-0.693574,-0.665951,-0.689097,-0.780184,-0.718202,-0.721344,-0.624001,-0.744605,-0.799464,-0.421295,-0.702371,-0.627535,-0.730472,-0.745738,'\'(6.266667-10.533333]\''
-0.778091,-0.68531,-0.836673,-0.720676,-0.700906,-0.606944,-0.685371,-0.646288,-0.678055,-0.771793,-0.707053,-0.709701,-0.610489,-0.731636,-0.797802,-0.420414,-0.696779,-0.622562,-0.739663,-0.749208,'\'(6.266667-10.533333]\''
-0.766472,-0.684435,-0.832695,-0.707748,-0.686835,-0.606309,-0.675801,-0.637549,-0.670694,-0.764146,-0.692187,-0.694177,-0.59191,-0.71631,-0.796701,-0.420762,-0.69101,-0.617305,-0.748567,-0.755438,'\'(6.266667-10.533333]\''
