@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,33,99,102,109,62,63,65,68,69,6,5,9,82,83,86'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute CES1021000001 numeric
@attribute CPIAUCSL numeric
@attribute CPIMEDSL numeric
@attribute PCEPI numeric
@attribute M1SL numeric
@attribute M2SL numeric
@attribute BOGMBASE numeric
@attribute BUSLOANS numeric
@attribute REALLN numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute IPCONGD numeric
@attribute AAA numeric
@attribute BAA numeric
@attribute T10YFFM numeric

@data
'\'(-inf-14.9]\'',-0.893202,-0.813233,-0.862793,-0.583802,-0.987569,-0.484785,-1.139083,-1.030468,-1.175921,-0.448762,-0.799615,-0.643226,-0.898033,-0.879697,-0.86202,-0.940247,-0.727052,0.202153,0.099046,-0.856022
'\'(-inf-14.9]\'',-0.937603,-0.849574,-0.712614,-0.528626,-0.982172,-0.48332,-1.135557,-1.029899,-1.170945,-0.448557,-0.798874,-0.64236,-0.894847,-0.878654,-0.864292,-0.941882,-0.754526,0.190964,0.119662,-0.899943
'\'(-inf-14.9]\'',-0.933718,-0.84276,-0.885208,-0.522781,-0.976081,-0.472339,-1.133207,-1.028763,-1.167618,-0.448106,-0.79768,-0.642071,-0.89184,-0.877797,-0.853456,-0.941882,-0.738376,0.202153,0.109354,-1.238762
'\'(-inf-14.9]\'',-0.954253,-0.86093,-0.965901,-0.529561,-0.968537,-0.425487,-1.129681,-1.028194,-1.163742,-0.447737,-0.796586,-0.641724,-0.888299,-0.876837,-0.851316,-0.939848,-0.755006,0.231988,0.133406,-1.615229
'\'(-inf-14.9]\'',-0.967018,-0.893486,-0.891932,-0.511091,-0.967717,-0.386687,-1.129681,-1.028194,-1.161269,-0.447574,-0.796047,-0.640626,-0.885207,-0.875858,-0.845158,-0.939779,-0.761945,0.261824,0.171201,-2.669334
'\'(-inf-14.9]\'',-0.949258,-0.854116,-0.952452,-0.438614,-0.959668,-0.344958,-1.120279,-1.027626,-1.153364,-0.447533,-0.79566,-0.640511,-0.88182,-0.874916,-0.847486,-0.939112,-0.78608,0.347603,0.270844,-2.562669
'\'(-inf-14.9]\'',-0.950923,-0.883643,-0.856069,-0.492153,-0.95626,-0.322996,-1.117928,-1.026489,-1.150616,-0.447492,-0.795576,-0.64028,-0.881278,-0.87402,-0.834236,-0.936099,-0.745777,0.328955,0.305204,-2.932861
'\'(-inf-14.9]\'',-0.946483,-0.852602,-0.884087,-0.516936,-0.945813,-0.290785,-1.113227,-1.022511,-1.146679,-0.447266,-0.795021,-0.639529,-0.880458,-0.873179,-0.820687,-0.934837,-0.734696,0.317767,0.229612,-2.637962
'\'(-inf-14.9]\'',-0.924838,-0.842003,-0.956935,-0.459655,-0.935934,-0.245396,-1.109701,-1.021943,-1.14094,-0.446857,-0.793961,-0.639066,-0.879511,-0.872294,-0.812967,-0.933018,-0.726159,0.343873,0.233048,-2.688158
'\'(-inf-14.9]\'',-0.960913,-0.858659,-0.896415,-0.318208,-0.93243,-0.210989,-1.105,-1.020806,-1.135141,-0.446468,-0.79285,-0.638027,-0.877933,-0.871461,-0.817763,-0.939001,-0.773295,0.347603,0.253664,-2.631688
'\'(-inf-14.9]\'',-0.943153,-0.855631,-0.791066,-0.218844,-0.930253,-0.178046,-1.099123,-1.01967,-1.128334,-0.446283,-0.792144,-0.637853,-0.875693,-0.870936,-0.829033,-0.936189,-0.807381,0.403545,0.253664,-2.286594
'\'(-inf-14.9]\'',-0.926503,-0.854116,-0.76641,-0.156887,-0.925392,-0.150959,-1.093247,-1.018533,-1.11997,-0.445976,-0.791386,-0.638604,-0.873529,-0.870102,-0.834147,-0.934837,-0.815807,0.411004,0.270844,-1.878755
'\'(-inf-14.9]\'',-0.915402,-0.857145,-0.792186,-0.189152,-0.924066,-0.14437,-1.08737,-1.01626,-1.111546,-0.445689,-0.790394,-0.638315,-0.868527,-0.869204,-0.834247,-0.931546,-0.810703,0.470676,0.301768,-1.960323
'\'(-inf-14.9]\'',-0.893202,-0.838974,-0.732787,-0.276124,-0.921352,-0.073359,-1.083844,-1.014555,-1.106357,-0.445587,-0.789922,-0.637102,-0.860892,-0.868196,-0.839162,-0.92845,-0.818462,0.560184,0.387667,-2.499925
'\'(-inf-14.9]\'',-0.898197,-0.83746,-0.785462,-0.255082,-0.916081,-0.022114,-1.077968,-1.012282,-1.099061,-0.445505,-0.789636,-0.636467,-0.857627,-0.867412,-0.825791,-0.925763,-0.794378,0.604938,0.449514,-2.957959
'\'(-inf-14.9]\'',-0.872667,-0.829132,-0.664422,-0.217207,-0.914345,0.016686,-1.073267,-1.008303,-1.092712,-0.445321,-0.789098,-0.636004,-0.854563,-0.866766,-0.828999,-0.925185,-0.78577,0.642233,0.525105,-3.372072
'\'(-inf-14.9]\'',-0.873777,-0.81399,-0.56916,-0.198971,-0.913335,0.063538,-1.069741,-1.005462,-1.087157,-0.445157,-0.788492,-0.635138,-0.849766,-0.866034,-0.825594,-0.921353,-0.786314,0.73547,0.59726,-3.823831
'\'(-inf-14.9]\'',-0.853797,-0.813233,-0.702527,-0.049808,-0.913872,0.110391,-1.062689,-1.002052,-1.079221,-0.444993,-0.788038,-0.635196,-0.846805,-0.865588,-0.843481,-0.914471,-0.790333,0.839896,0.696903,-3.108545
'\'(-inf-14.9]\'',-0.819942,-0.810961,-0.481742,0.040672,-0.914156,0.168225,-1.054462,-0.99921,-1.071254,-0.444809,-0.787398,-0.635022,-0.844811,-0.865242,-0.843208,-0.920422,-0.812981,0.929404,0.837778,-2.688158
'\'(-inf-14.9]\'',-0.791636,-0.805662,-0.380876,0.209006,-0.913525,0.245825,-1.049761,-0.996937,-1.065699,-0.444542,-0.78649,-0.634791,-0.843282,-0.864876,-0.848489,-0.922698,-0.812926,0.940592,0.940857,-1.972872
'\'(-inf-14.9]\'',-0.760556,-0.781434,-0.215007,0.493538,-0.925045,0.274376,-1.043884,-0.995232,-1.059838,-0.444255,-0.785598,-0.634098,-0.84183,-0.864541,-0.903271,-0.923955,-0.884795,0.798872,0.982088,-1.728169
'\'(-inf-14.9]\'',-0.650665,-0.699667,0.046125,0.804021,-0.944392,0.022542,-1.039183,-0.992959,-1.053611,-0.444153,-0.785009,-0.633116,-0.840752,-0.864219,-0.961174,-0.927609,-0.967537,0.798872,0.992396,-1.307781
'\'(-inf-14.9]\'',-0.523569,-0.633799,0.600891,0.855457,-0.955723,0.332941,-1.034482,-0.990117,-1.048697,-0.444215,-0.784302,-0.633636,-0.840368,-0.864084,-0.982691,-0.918955,-1.02255,0.776495,1.054243,-0.385439
'\'(-inf-14.9]\'',-0.364837,-0.564146,0.567268,0.899878,-0.967559,0.354904,-1.030956,-0.987276,-1.044362,-0.443989,-0.78299,-0.634907,-0.84186,-0.863741,-1.017618,-0.915401,-1.054601,0.698175,0.999268,0.103967
'\'(-inf-14.9]\'',-0.235521,-0.524776,0.582959,0.909698,-0.976081,0.373938,-1.028605,-0.984434,-1.041646,-0.443702,-0.781156,-0.634791,-0.844656,-0.863431,-1.03408,-0.921011,-1.04852,0.716823,0.940857,0.756509
'\'(-inf-14.9]\'',-0.031279,-0.377141,0.682704,0.809866,-0.982014,0.344655,-1.026255,-0.982161,-1.038929,-0.443743,-0.779456,-0.634156,-0.845532,-0.863171,-1.031237,-0.917657,-0.999465,0.821249,0.975216,1.101603
'\'(-inf-14.9]\'',0.080277,-0.282503,0.652444,0.686187,-0.976838,0.422254,-1.025079,-0.980456,-1.035694,-0.443129,-0.777302,-0.63404,-0.847186,-0.863123,-1.035568,-0.906296,-0.988591,0.802601,1.013012,1.164348
'\'(14.9-27.8]\'',0.191278,-0.118968,0.466402,0.670756,-0.980089,0.421522,-1.020378,-0.978183,-1.030627,-0.442474,-0.774762,-0.633231,-0.848961,-0.863049,-1.026223,-0.90658,-0.956201,0.754118,0.98896,0.831802
'\'(14.9-27.8]\'',0.246778,-0.046286,0.177252,0.420593,-0.97223,0.422254,-1.014502,-0.97591,-1.023637,-0.442207,-0.772725,-0.632596,-0.850182,-0.863062,-1.010723,-0.902568,-0.894126,0.780224,0.964908,0.612197
'\'(14.9-27.8]\'',0.201823,0.007468,0.292688,0.467352,-0.960142,0.452269,-1.012151,-0.974205,-1.020065,-0.442125,-0.771379,-0.632827,-0.851076,-0.863005,-0.995922,-0.899756,-0.880669,0.821249,0.978652,0.80043
'\'(14.9-27.8]\'',0.226243,0.102863,0.276997,0.43579,-0.957775,0.461786,-1.00745,-0.971931,-1.015975,-0.441798,-0.769966,-0.632769,-0.851207,-0.862891,-0.976277,-0.89924,-0.844297,0.821249,0.985524,0.756509
'\'(14.9-27.8]\'',0.105807,-0.010703,0.316223,0.323567,-0.947927,0.496194,-1.003924,-0.969658,-1.011152,-0.441859,-0.768906,-0.63248,-0.851341,-0.862477,-0.969608,-0.89749,-0.840566,0.787683,0.98896,0.838077
'\'(14.9-27.8]\'',0.161307,0.138447,0.263548,0.227008,-0.943351,0.497658,-0.999223,-0.970227,-1.00578,-0.441572,-0.767375,-0.631671,-0.851458,-0.862183,-0.967488,-0.896386,-0.831979,0.757847,0.968344,1.158073
'\'(14.9-27.8]\'',0.205153,0.093778,0.090955,0.103797,-0.932872,0.538654,-0.995697,-0.967385,-1.00114,-0.441511,-0.76581,-0.630516,-0.850544,-0.86178,-0.946521,-0.892217,-0.808069,0.761577,0.968344,1.13925
'\'(14.9-27.8]\'',0.119127,0.089992,0.049488,0.089535,-0.917533,0.548903,-0.993346,-0.965112,-0.997935,-0.441245,-0.76406,-0.631209,-0.851422,-0.861239,-0.925722,-0.885456,-0.778198,0.690716,0.916805,1.183171
'\'(14.9-27.8]\'',0.011456,0.053651,-0.145521,-0.017778,-0.907654,0.536458,-0.992171,-0.96227,-0.996837,-0.440753,-0.761754,-0.63196,-0.852169,-0.860531,-0.909715,-0.887411,-0.76653,0.672069,0.858393,1.277287
'\'(14.9-27.8]\'',-0.031834,-0.001617,-0.12871,0.039503,-0.900332,0.566473,-0.990996,-0.959429,-0.995554,-0.440364,-0.760122,-0.631556,-0.855331,-0.85958,-0.90648,-0.885582,-0.769598,0.66088,0.817162,1.19572
'\'(14.9-27.8]\'',-0.160041,-0.04023,-0.110778,0.085093,-0.89263,0.552564,-0.98982,-0.957724,-0.993631,-0.439954,-0.758305,-0.630516,-0.857819,-0.858501,-0.898201,-0.880125,-0.762973,0.616126,0.755315,1.101603
'\'(14.9-27.8]\'',-0.212766,-0.184079,-0.06819,0.184925,-0.891999,0.556224,-0.986294,-0.95545,-0.989572,-0.439708,-0.756403,-0.630227,-0.856636,-0.857894,-0.89155,-0.882412,-0.743797,0.683257,0.727827,1.020035
'\'(14.9-27.8]\'',-0.09233,-0.082627,0.191821,0.194978,-0.889979,0.57965,-0.982768,-0.953177,-0.985817,-0.439647,-0.755478,-0.629765,-0.855808,-0.857517,-0.889848,-0.876592,-0.750813,0.698175,0.738135,0.875723
'\'(14.9-27.8]\'',-0.10121,-0.160609,0.079747,0.181184,-0.884582,0.635288,-0.979243,-0.950336,-0.981452,-0.439442,-0.754014,-0.629072,-0.855758,-0.856964,-0.880695,-0.874458,-0.734284,0.675798,0.714083,0.963566
'\'(14.9-27.8]\'',-0.0668,-0.137896,0.238892,0.170429,-0.879627,0.426647,-0.975717,-0.948631,-0.976691,-0.439073,-0.751928,-0.629129,-0.854951,-0.856308,-0.86954,-0.876014,-0.729512,0.634774,0.652236,0.938468
'\'(14.9-27.8]\'',-0.11231,-0.195436,0.245617,0.259272,-0.873693,0.657982,-0.972191,-0.946357,-0.971807,-0.438951,-0.749891,-0.629072,-0.853246,-0.855729,-0.864177,-0.875987,-0.727073,0.608667,0.569773,0.850626
'\'(14.9-27.8]\'',-0.11453,-0.174994,0.196304,0.266286,-0.873094,0.660178,-0.968665,-0.945221,-0.967228,-0.438459,-0.747502,-0.628494,-0.851682,-0.854996,-0.864588,-0.871671,-0.707986,0.58629,0.531977,0.881998
'\'(14.9-27.8]\'',-0.08012,-0.13941,0.380105,0.175105,-0.86271,0.673356,-0.966314,-0.941243,-0.96323,-0.438131,-0.745281,-0.627512,-0.849874,-0.854311,-0.839222,-0.870457,-0.660494,0.560184,0.511361,0.850626
'\'(14.9-27.8]\'',-0.068465,-0.097012,0.217598,0.101459,-0.856145,0.704835,-0.962788,-0.939538,-0.958285,-0.437599,-0.742959,-0.626356,-0.848207,-0.853613,-0.821249,-0.862113,-0.631439,0.459488,0.473566,0.775332
'\'(14.9-27.8]\'',-0.165591,-0.190136,0.107766,0.23262,-0.848507,0.746563,-0.959262,-0.937264,-0.953126,-0.437169,-0.740738,-0.626703,-0.84754,-0.852975,-0.832922,-0.864248,-0.642436,0.452029,0.459822,1.013761
'\'(-inf-14.9]\'',-0.180021,-0.194679,0.145871,0.461507,-0.839101,0.770721,-0.952211,-0.93556,-0.946136,-0.436513,-0.738651,-0.627801,-0.845532,-0.851823,-0.806268,-0.857361,-0.604891,0.481865,0.473566,1.08278
'\'(-inf-14.9]\'',-0.244956,-0.226477,0.115611,0.038334,-0.826382,0.861499,-0.948685,-0.93215,-0.941619,-0.436022,-0.736817,-0.627281,-0.843376,-0.850687,-0.784802,-0.854832,-0.600947,0.504242,0.473566,1.120427
'\'(-inf-14.9]\'',-0.312112,-0.259033,-0.12983,0.071767,-0.815745,0.899566,-0.943984,-0.929308,-0.936368,-0.435591,-0.734949,-0.626183,-0.841966,-0.849318,-0.767922,-0.850048,-0.581138,0.481865,0.456386,1.038859
'\'(-inf-14.9]\'',-0.316552,-0.297645,0.067419,0.131853,-0.804383,0.925189,-0.941633,-0.926467,-0.931759,-0.435346,-0.733368,-0.625952,-0.84013,-0.847904,-0.754261,-0.85142,-0.58107,0.485594,0.43577,0.706314
'\'(-inf-14.9]\'',-0.322102,-0.3302,-0.035688,0.04301,-0.791758,1.005717,-0.938107,-0.923625,-0.926631,-0.435018,-0.731887,-0.62549,-0.837934,-0.846735,-0.740741,-0.849764,-0.560241,0.448299,0.401411,0.568276
'\'(-inf-14.9]\'',-0.328207,-0.370327,-0.055862,0.043711,-0.780837,0.832216,-0.934581,-0.92192,-0.92187,-0.434731,-0.730389,-0.624161,-0.83592,-0.845409,-0.738332,-0.846168,-0.554688,0.44457,0.387667,0.580825
'\'(-inf-14.9]\'',-0.367612,-0.42711,0.108887,0.071065,-0.773231,0.723137,-0.931055,-0.919647,-0.917566,-0.434301,-0.728656,-0.624103,-0.83307,-0.843916,-0.736692,-0.846441,-0.549219,0.459488,0.370487,0.323573
'\'(-inf-14.9]\'',-0.358177,-0.396069,0.016986,0.078079,-0.758807,0.970577,-0.928705,-0.916805,-0.914055,-0.43385,-0.727108,-0.623988,-0.831201,-0.842827,-0.729512,-0.845053,-0.544588,0.437111,0.363615,0.13534
'\'(-inf-14.9]\'',-0.393698,-0.415753,0.019228,0.032489,-0.750348,0.993272,-0.925179,-0.915669,-0.909721,-0.433461,-0.725795,-0.623237,-0.828412,-0.841304,-0.726766,-0.838724,-0.523096,0.481865,0.394539,0.041223
'\'(-inf-14.9]\'',-0.385373,-0.428624,-0.033447,0.006771,-0.738576,1.033536,-0.920478,-0.914532,-0.904349,-0.433011,-0.724382,-0.622139,-0.826328,-0.839846,-0.723376,-0.836153,-0.51925,0.496783,0.415154,0.053772
'\'(-inf-14.9]\'',-0.433658,-0.457394,-0.18923,0.035294,-0.731096,0.004241,-0.916952,-0.912259,-0.89977,-0.43254,-0.723053,-0.62081,-0.824179,-0.838573,-0.720349,-0.834655,-0.494525,0.537807,0.428898,0.091419
'\'(-inf-14.9]\'',-0.474728,-0.491464,-0.135434,-0.004919,-0.725288,-0.011133,-0.91225,-0.910554,-0.894184,-0.431823,-0.721471,-0.620637,-0.820944,-0.837073,-0.746482,-0.841142,-0.570533,0.619856,0.490746,0.172986
'\'(-inf-14.9]\'',-0.507474,-0.602001,-0.188109,0.145881,-0.714115,0.017418,-0.908725,-0.907144,-0.889758,-0.431638,-0.720495,-0.621503,-0.817277,-0.835597,-0.736911,-0.833535,-0.524324,0.642233,0.501053,0.166712
'\'(-inf-14.9]\'',-0.536889,-0.566417,-0.161211,-0.014271,-0.697955,0.12064,-0.904023,-0.905439,-0.883562,-0.43129,-0.719368,-0.621272,-0.813138,-0.834079,-0.702639,-0.825402,-0.466689,0.642233,0.507925,0.166712
'\'(-inf-14.9]\'',-0.552984,-0.592158,-0.248629,-0.121818,-0.675799,1.25389,-0.898147,-0.902597,-0.876267,-0.430696,-0.717988,-0.620059,-0.808943,-0.83248,-0.66668,-0.816964,-0.447645,0.675798,0.542285,0.172986
'\'(-inf-14.9]\'',-0.598495,-0.583073,-0.316994,-0.117142,-0.664847,1.295618,-0.891095,-0.900324,-0.869338,-0.429672,-0.716288,-0.619424,-0.804735,-0.830698,-0.657654,-0.81474,-0.463932,0.724282,0.600696,0.003576
'\'(-inf-14.9]\'',-0.636235,-0.622443,-0.183626,-0.130001,-0.650928,1.354916,-0.885219,-0.898051,-0.862958,-0.429262,-0.714942,-0.618672,-0.800932,-0.828922,-0.64567,-0.80871,-0.448049,0.750388,0.638492,-0.077991
'\'(-inf-14.9]\'',-0.62458,-0.608815,-0.272164,-0.00866,-0.642911,1.403233,-0.879342,-0.895778,-0.857586,-0.429119,-0.714,-0.617459,-0.797531,-0.827275,-0.647076,-0.810997,-0.463987,0.795142,0.638492,-0.096815
'\'(-inf-14.9]\'',-0.697285,-0.643642,-0.16009,-0.01544,-0.634105,1.420071,-0.874641,-0.892936,-0.85258,-0.428709,-0.712418,-0.617748,-0.794889,-0.825399,-0.639593,-0.806344,-0.468457,0.724282,0.59726,-0.385439
'\'(-inf-14.9]\'',-0.660655,-0.634556,-0.253112,-0.137716,-0.629749,1.452282,-0.867589,-0.890663,-0.846933,-0.428177,-0.710483,-0.61717,-0.792244,-0.823828,-0.635011,-0.804683,-0.463213,0.724282,0.576645,-0.636416
'\'(-inf-14.9]\'',-0.65455,-0.655755,-0.310269,-0.111297,-0.619176,1.502795,-0.860537,-0.887821,-0.838966,-0.427952,-0.709255,-0.616362,-0.789246,-0.821893,-0.620606,-0.7983,-0.4683,0.798872,0.635056,-0.818375
'\'(-inf-14.9]\'',-0.697285,-0.703453,-0.256474,-0.100776,-0.605447,1.564289,-0.855836,-0.88498,-0.833258,-0.427521,-0.70811,-0.614571,-0.785683,-0.820154,-0.60605,-0.792712,-0.45859,0.851084,0.717519,-1.213665
'\'(-inf-14.9]\'',-0.6823,-0.720866,-0.118623,0.01659,-0.596609,1.595036,-0.851135,-0.883275,-0.828527,-0.427132,-0.706949,-0.61226,-0.783911,-0.818525,-0.596413,-0.787802,-0.452977,0.899568,0.755315,-1.257586
'\'(-inf-14.9]\'',-0.692845,-0.703453,-0.119744,0.025475,-0.592285,1.619927,-0.844083,-0.879297,-0.820835,-0.426866,-0.706007,-0.612491,-0.780797,-0.817684,-0.606813,-0.790115,-0.45933,0.933133,0.820598,-1.226214
'\'(-inf-14.9]\'',-0.66676,-0.689068,-0.163453,0.030151,-0.584489,1.671904,-0.835856,-0.877023,-0.815371,-0.4266,-0.704964,-0.614051,-0.775702,-0.816731,-0.597449,-0.786966,-0.480596,0.936863,0.803418,-1.219939
'\'(-inf-14.9]\'',-0.62902,-0.658784,-0.195954,0.027813,-0.571107,1.720221,-0.827629,-0.874182,-0.807313,-0.426067,-0.703281,-0.613646,-0.770735,-0.815594,-0.59152,-0.779379,-0.468453,0.977887,0.865265,-1.226214
'\'(-inf-14.9]\'',-0.680635,-0.691339,-0.226214,0.29668,-0.573064,1.719489,-0.819402,-0.871909,-0.796477,-0.424941,-0.700875,-0.612433,-0.763479,-0.814199,-0.614211,-0.780263,-0.523929,0.981617,0.889317,-1.138371
'\'(-inf-14.9]\'',-0.69895,-0.713295,-0.238542,-0.018947,-0.561323,1.743647,-0.809999,-0.869067,-0.78561,-0.424613,-0.699512,-0.612375,-0.757328,-0.812788,-0.597442,-0.776299,-0.503002,1.026371,0.937421,-1.238762
'\'(-inf-14.9]\'',-0.736691,-0.712538,-0.329322,0.037165,-0.551254,1.785375,-0.800597,-0.866226,-0.77685,-0.423835,-0.697358,-0.611566,-0.751458,-0.810874,-0.597135,-0.774643,-0.513493,0.948051,0.906497,-1.483466
'\'(-inf-14.9]\'',-0.763331,-0.75115,-0.143279,0.127177,-0.547814,1.848333,-0.791194,-0.862816,-0.7687,-0.423056,-0.695373,-0.610295,-0.746039,-0.808539,-0.600229,-0.776314,-0.535563,0.914486,0.875573,-1.571308
'\'(-inf-14.9]\'',-0.718931,-0.702696,-0.324839,0.194978,-0.545195,1.901775,-0.782967,-0.859974,-0.760459,-0.422729,-0.693387,-0.610006,-0.742598,-0.806924,-0.612705,-0.761994,-0.566827,0.925674,0.896189,-1.816011
'\'(-inf-14.9]\'',-0.736136,-0.70421,-0.062586,0.157804,-0.544342,1.932522,-0.77474,-0.857133,-0.750874,-0.422626,-0.692125,-0.609429,-0.737984,-0.805233,-0.612834,-0.75803,-0.551739,1.003994,0.961472,-1.935225
'\'(-inf-14.9]\'',-0.710051,-0.705724,-0.110778,0.234724,-0.539482,1.972786,-0.765338,-0.854291,-0.741931,-0.422319,-0.691065,-0.608331,-0.73579,-0.803557,-0.599688,-0.760937,-0.542586,1.261329,1.256965,-2.794823
'\'(-inf-14.9]\'',-0.69895,-0.689825,-0.254232,0.286159,-0.536578,1.993284,-0.755935,-0.850881,-0.734269,-0.422319,-0.690139,-0.607002,-0.734445,-0.802209,-0.602775,-0.755569,-0.550014,1.496287,1.459687,-2.205026
'\'(-inf-14.9]\'',-0.67786,-0.695125,-0.086122,0.356065,-0.533453,2.046725,-0.745358,-0.846335,-0.724929,-0.422114,-0.688827,-0.605327,-0.731369,-0.800846,-0.601469,-0.754402,-0.548892,1.488828,1.483739,-2.744628
'\'(-inf-14.9]\'',-0.63568,-0.692096,-0.0525,0.290835,-0.529413,2.073812,-0.732429,-0.841788,-0.713177,-0.421295,-0.687313,-0.605731,-0.728741,-0.799464,-0.591306,-0.745738,-0.558852,1.61936,1.607433,-2.512473
'\'(-inf-14.9]\'',-0.632905,-0.72238,0.101042,0.30837,-0.526794,2.119933,-0.720676,-0.836673,-0.700906,-0.420414,-0.68531,-0.606944,-0.724014,-0.797802,-0.590591,-0.749208,-0.551004,2.100465,2.002569,-1.696796
'\'(-inf-14.9]\'',-0.577959,-0.63607,0.181735,0.38225,-0.52329,2.164589,-0.707748,-0.832695,-0.686835,-0.420762,-0.684435,-0.606309,-0.719424,-0.796701,-0.598656,-0.755438,-0.572755,2.316776,2.304933,-3.403444
'\'(-inf-14.9]\'',-0.446423,-0.58383,0.31174,0.830908,-0.527867,2.23194,-0.698346,-0.829285,-0.680791,-0.421704,-0.684031,-0.604634,-0.717918,-0.795743,-0.636617,-0.760848,-0.617982,1.973662,2.215598,-4.470098
'\'(-inf-14.9]\'',-0.420893,-0.562631,0.558303,1.233274,-0.541407,2.327842,-0.688943,-0.825875,-0.671725,-0.4215,-0.682332,-0.604634,-0.721286,-0.79538,-0.682624,-0.760606,-0.675952,1.582065,1.86513,-1.119548
'\'(-inf-14.9]\'',-0.409793,-0.521748,0.862022,1.192125,-0.551475,2.399585,-0.679541,-0.823034,-0.664308,-0.420619,-0.679488,-0.604056,-0.722326,-0.794971,-0.706248,-0.755065,-0.691495,1.429156,1.707076,-0.423085
'\'(-inf-14.9]\'',-0.279367,-0.437709,0.792537,0.968848,-0.559713,2.294166,-0.678366,-0.820192,-0.65512,-0.419615,-0.676745,-0.603478,-0.721064,-0.794077,-0.719113,-0.746532,-0.690858,1.611901,1.68646,0.147889
'\'(-inf-14.9]\'',-0.186681,-0.402882,0.614339,0.82366,-0.551539,2.275864,-0.671314,-0.817919,-0.6452,-0.41855,-0.674053,-0.604345,-0.716871,-0.793274,-0.71338,-0.742389,-0.680894,1.824482,1.858258,0.317298
'\'(-inf-14.9]\'',-0.105095,-0.375627,0.563906,0.611138,-0.54794,2.396656,-0.663087,-0.813941,-0.634089,-0.417403,-0.67195,-0.603767,-0.712736,-0.792569,-0.68332,-0.741033,-0.654528,1.966203,2.047236,-0.216029
'\'(-inf-14.9]\'',-0.10676,-0.304459,0.486575,0.401889,-0.539198,2.476452,-0.653684,-0.810531,-0.624383,-0.416543,-0.670132,-0.6029,-0.706349,-0.79137,-0.660067,-0.731191,-0.635025,2.074358,2.229342,-1.282684
'\'(-inf-14.9]\'',-0.093995,-0.24919,0.435021,0.28312,-0.531086,2.608226,-0.643107,-0.808258,-0.614432,-0.416195,-0.668281,-0.602265,-0.697176,-0.790123,-0.629171,-0.727653,-0.622881,2.320505,2.370217,-2.60659
'\'(-inf-14.9]\'',-0.05126,-0.238591,0.139147,0.270962,-0.5249,2.720965,-0.633704,-0.805416,-0.606434,-0.416645,-0.667608,-0.601456,-0.691408,-0.789173,-0.616732,-0.727122,-0.622014,2.410013,2.542015,-4.419903
