@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.instance.RemoveRange-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,33,99,102,109,62,63,65,68,69,6,5,9,82,83,86,119'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute CES1021000001 numeric
@attribute CPIAUCSL numeric
@attribute CPIMEDSL numeric
@attribute PCEPI numeric
@attribute M1SL numeric
@attribute M2SL numeric
@attribute BOGMBASE numeric
@attribute BUSLOANS numeric
@attribute REALLN numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute IPCONGD numeric
@attribute AAA numeric
@attribute BAA numeric
@attribute T10YFFM numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
'\'(14.9-27.8]\'',-0.218871,-0.155309,-0.44812,-0.659552,1.376024,0.001312,1.360028,1.597757,1.318074,0.287658,1.576231,1.194138,1.846211,1.621794,1.290193,1.515172,0.905152,-1.405259,-1.330314,-0.92504,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.174471,-0.093984,-0.411136,-0.666566,1.382147,-0.011133,1.364659,1.603713,1.319997,0.297265,1.592503,1.154448,1.854468,1.629269,1.278301,1.498037,0.8726,-1.386612,-1.31657,-0.837198,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.162261,-0.129568,-0.392083,-0.653708,1.385145,-0.026507,1.37318,1.630554,1.325613,0.30388,1.61537,1.183392,1.854123,1.639639,1.246017,1.505175,0.85144,-1.394071,-1.313134,-0.692886,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.223311,-0.192408,-0.435792,-0.596895,1.39171,-0.108499,1.381689,1.64125,1.328879,0.307219,1.633813,1.219674,1.852849,1.655298,1.266802,1.523815,0.917411,-1.375423,-1.306262,-0.454458,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.267712,-0.20755,-0.365185,-0.542654,1.395719,-0.183902,1.390516,1.655798,1.337518,0.319713,1.645776,1.283745,1.838313,1.675087,1.25913,1.532443,0.883359,-1.394071,-1.326878,-0.423085,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.241626,-0.216635,-0.401049,-0.638511,1.403167,-0.282732,1.396357,1.661362,1.340936,0.316784,1.657353,1.293046,1.834883,1.682702,1.236743,1.528539,0.851525,-1.420177,-1.364674,-0.48583,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.333202,-0.266604,-0.369668,-0.663293,1.411405,-0.246861,1.397802,1.667687,1.34466,0.319201,1.6658,1.299921,1.828221,1.6908,1.249126,1.529642,0.892201,-1.479849,-1.419649,-0.667789,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.318772,-0.243891,-0.29682,9.273343,1.367313,-0.289321,1.384004,1.677781,1.335839,0.373459,1.754444,1.547538,2.09351,1.704565,1.098651,1.284002,0.673255,-1.390341,-1.186004,-0.467006,'\'(-inf-6.266667]\''
'\'(-inf-14.9]\'',-0.447533,-0.418025,5.554552,20.158963,0.721204,-0.711727,1.359981,1.6893,1.322561,0.483715,1.924731,2.103201,2.534801,1.715071,0.620302,0.932333,0.21016,-1.610381,-1.240979,-0.234852,'\'(10.533333-inf)\''
'\'(-inf-14.9]\'',-0.161151,-0.238591,14.229062,8.51654,0.803771,-0.887425,1.357278,1.702837,1.325522,2.824266,2.067356,2.279121,2.675167,1.712358,0.669511,1.336912,0.355899,-1.584275,-1.302827,-0.228578,'\'(10.533333-inf)\''
'\'(-inf-14.9]\'',0.429375,-0.081113,10.548559,5.322162,0.949935,-0.9987,1.371852,1.712584,1.335259,2.890424,2.115766,2.193848,2.540672,1.710383,0.879125,1.543793,0.692507,-1.606652,-1.409341,-0.209754,'\'(10.533333-inf)\''
'\'(14.9-27.8]\'',3.059544,0.061979,3.401614,4.823004,0.99993,-1.074104,1.387248,1.722859,1.345362,2.932863,2.142168,2.019661,2.455396,1.718609,1.002339,1.586989,0.873616,-1.718537,-1.522728,-0.285048,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',3.129474,0.128605,1.115309,2.666921,1.049293,-1.127545,1.398578,1.724263,1.355222,2.956991,2.153324,2.081536,2.4044,1.715588,1.036599,1.610144,0.90723,-1.677512,-1.536472,-0.266224,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.699345,0.74413,0.700636,2.336565,1.079308,-1.137062,1.406582,1.724405,1.360075,3.01428,2.192413,2.123653,2.336691,1.712674,1.035193,1.665364,0.849328,-1.655135,-1.505548,-0.247401,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',2.06331,1.611771,0.260186,2.073075,1.101118,-1.172201,1.410366,1.713016,1.361906,3.055511,2.218444,2.144914,2.259868,1.707923,1.058665,1.65393,0.855289,-1.640217,-1.478061,-0.178382,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.837978,1.863887,0.370019,1.866632,1.10964,-1.189771,1.417324,1.710879,1.365539,3.108355,2.256775,2.246537,2.185205,1.698577,1.074479,1.626898,0.860473,-1.658865,-1.526164,-0.128187,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.688681,1.896442,0.262428,2.266426,1.103864,-1.17513,1.430652,1.706895,1.379732,3.151245,2.282705,2.31211,2.12642,1.691773,1.120779,1.650972,0.944694,-1.673783,-1.574268,-0.09054,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.59988,1.945654,0.405882,2.224576,1.115384,-1.28128,1.437633,1.717739,1.391728,3.204622,2.320818,2.336085,2.09173,1.700008,1.14334,1.759051,0.960956,-1.602922,-1.54678,0.003576,'\'(6.266667-10.533333]\''
'\'(14.9-27.8]\'',1.678691,2.029693,0.11449,1.884166,1.131449,-1.308367,1.448611,1.727292,1.403572,3.257999,2.360698,2.450939,2.119014,1.696122,1.020974,1.684119,0.858357,-1.509685,-1.484933,0.122791,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.702556,2.050891,-0.154487,1.483203,1.157456,-1.191235,1.463584,1.730065,1.420696,3.311007,2.398844,2.677526,2.120909,1.692935,1.120372,1.990816,0.910867,-1.382882,-1.374982,0.348671,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.567135,1.983509,-0.138796,1.107958,1.168976,-1.186111,1.484481,1.732606,1.43901,3.385092,2.455786,2.794863,2.08397,1.691693,1.125509,2.018931,0.888092,-1.435095,-1.423085,0.361219,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.390089,1.699595,0.079747,0.547779,1.182264,-1.165613,1.505389,1.73002,1.455859,3.444142,2.501016,2.794748,2.068573,1.688367,1.157152,1.999705,0.916238,-1.412718,-1.416213,0.361219,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.56325,1.912341,0.075265,0.269793,1.207387,-1.148043,1.532492,1.725371,1.473075,3.456554,2.5081,2.78614,1.988147,1.695012,1.174236,2.03455,0.932032,-1.47612,-1.478061,0.285926,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.186957,1.525461,-0.290096,0.083924,1.236772,-1.131205,1.547242,1.732526,1.489161,3.491415,2.5343,2.845762,1.95348,1.704187,1.189725,1.981598,0.952389,-1.558169,-1.54678,0.147889,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',1.031,1.307415,-0.199316,0.037165,1.252143,-1.107047,1.556491,1.73485,1.502744,3.53195,2.565026,2.960442,1.926302,1.719034,1.188778,2.001017,0.939829,-1.565628,-1.54678,0.129065,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.675242,0.947791,-0.427947,0.016123,1.266851,-1.094602,1.570477,1.736629,1.512725,3.569043,2.593295,2.995163,1.912572,1.728452,1.150076,2.022641,0.907553,-1.573086,-1.550216,0.19181,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.46989,0.688104,-0.262078,-0.314467,1.293899,-1.065319,1.600871,1.751349,1.533909,3.605727,2.620807,2.961713,1.917249,1.740823,1.200362,2.06916,0.929508,-1.517144,-1.508984,0.323573,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.314489,0.544255,-0.482863,-0.540316,1.314004,-1.047017,1.627856,1.761811,1.557382,3.644315,2.650152,2.998572,1.935317,1.758927,1.234196,2.102087,0.981853,-1.539521,-1.533036,0.311024,'\'(-inf-6.266667]\''
'\'(27.8-inf)\'',0.160197,0.401919,-0.575884,-0.635004,1.332153,-1.015538,1.65115,1.770404,1.579085,3.677824,2.676083,3.009202,1.981402,1.775474,1.231472,2.076293,0.951574,-1.528333,-1.526164,0.24828,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.004796,0.146775,-0.560194,-0.535172,1.339254,-1.003825,1.671553,1.790909,1.596025,3.702772,2.695602,2.830567,1.999157,1.789706,1.232205,2.13676,0.986998,-1.423907,-1.429957,0.436513,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.040714,0.171759,-0.381996,-0.619807,1.366682,-0.976738,1.69486,1.800195,1.617789,3.727391,2.712058,2.793592,2.00989,1.803199,1.255566,2.171208,1.003277,-1.304563,-1.295955,0.543178,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.279367,-0.062186,-0.452603,-0.640849,1.381547,-0.920368,1.729437,1.815482,1.648313,3.736322,2.7182,2.84813,2.060603,1.822539,1.286188,2.238755,1.019882,-1.237432,-1.186004,0.593374,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.268267,-0.057643,-0.568039,-0.649265,1.391174,-0.855946,1.742541,1.828991,1.65918,3.745088,2.723029,2.704101,2.095506,1.851343,1.294671,2.286659,1.025355,-1.114359,-1.058873,0.900821,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.257166,-0.127297,-0.392083,-0.664228,1.39878,-0.827395,1.774474,1.841329,1.680455,3.733249,2.713034,2.534421,2.147629,1.879918,1.297021,2.284846,1.0062,-0.976367,-0.900819,0.725137,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.218316,-0.081113,-0.655456,-0.647863,1.41333,-0.773221,1.818818,1.860192,1.713696,3.717601,2.704991,2.485314,2.223359,1.907877,1.29171,2.31759,0.98741,-0.935343,-0.84928,0.605923,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.378158,-0.259033,-0.282251,-0.625886,1.435298,-0.732957,1.817267,1.877963,1.714642,3.705045,2.704806,2.502993,2.261783,1.934796,1.300152,2.283294,0.971889,-1.002474,-0.869895,0.166712,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.254946,-0.174994,-0.29682,-0.633835,1.442778,-0.75492,1.819876,1.895404,1.72502,3.685259,2.698933,2.529048,2.29274,1.96399,1.304586,2.304281,0.986463,-0.998744,-0.890511,-0.25995,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.287137,-0.260547,-0.541141,-0.721509,1.449942,-0.735154,1.834673,1.91542,1.736466,3.653778,2.684513,2.430314,2.322944,1.987948,1.317995,2.295334,0.98071,-0.804811,-0.704969,-0.027796,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.285472,-0.187865,-0.343891,-0.699766,1.462567,-0.704407,1.852984,1.901286,1.752156,3.615026,2.668224,2.38941,2.351686,2.012535,1.314723,2.330958,0.992955,-0.614607,-0.509119,-0.052894,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.254946,-0.165152,-0.500795,-0.660721,1.471941,-0.65975,1.861552,1.886118,1.762229,3.580349,2.657035,2.435109,2.3741,2.037646,1.302199,2.282813,0.978194,-0.689196,-0.574403,-0.529751,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.335422,-0.294617,-0.520968,-0.67358,1.475918,-0.646573,1.862728,1.889192,1.767784,3.528795,2.633662,2.427367,2.383501,2.092444,1.254855,2.242601,0.975768,-0.864483,-0.739329,-0.912492,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.272152,-0.284017,-0.351737,-0.694622,1.489932,-0.591667,1.882097,1.883191,1.786221,3.499321,2.63134,2.382882,2.400052,2.105572,1.288942,2.391482,0.964113,-0.875671,-0.770252,-1.119548,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.348742,-0.307487,-0.301303,-0.640849,1.49959,-0.586543,1.894085,1.87216,1.798247,3.470114,2.627874,2.378607,2.388937,2.126723,1.290892,2.349149,0.964134,-0.815999,-0.739329,-1.132097,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.358177,-0.303702,-0.407773,-0.576554,1.502272,-0.58215,1.896047,1.861408,1.802887,3.375977,2.575997,2.522982,2.37911,2.135305,1.29141,2.312145,0.960667,-0.801081,-0.698097,-1.238762,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.359287,-0.290074,-0.218369,-0.633367,1.50909,-0.559456,1.910327,1.861322,1.815615,3.312502,2.551362,2.535461,2.349375,2.137878,1.306577,2.340484,1.006162,-0.849565,-0.759945,-1.477191,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.248841,-0.242376,-0.269923,-0.588244,1.516254,-0.533101,1.91571,1.86367,1.820804,3.298923,2.56336,2.521884,2.33999,2.151192,1.297576,2.358294,0.976924,-0.774975,-0.677481,-1.54621,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.267712,-0.258276,-0.310269,-0.469007,1.524366,-0.53603,1.924913,1.863868,1.829809,3.275573,2.560264,2.544358,2.332968,2.145357,1.27537,2.375094,0.909202,-0.782434,-0.684353,-1.452093,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.190011,-0.201493,-0.408894,-0.548265,1.529037,-0.540422,1.930977,1.863124,1.834784,3.256565,2.55848,2.491958,2.331203,2.150518,1.300955,2.381924,0.961279,-0.778704,-0.687789,-1.383075,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.11564,-0.070514,-0.200437,-0.50057,1.533992,-0.544815,1.948877,1.86592,1.845987,3.232765,2.554206,2.51576,2.335306,2.166957,1.301803,2.415008,0.970665,-0.670549,-0.591582,-1.345428,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.12008,-0.166666,-0.060345,-0.622145,1.538979,-0.552135,1.963404,1.870398,1.858868,3.212037,2.549781,2.520498,2.339904,2.174623,1.309686,2.439297,0.97052,-0.603418,-0.543479,-1.213665,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.07568,-0.099284,-0.308028,-0.663059,1.54485,-0.564581,1.966683,1.876707,1.859906,3.191186,2.544261,2.540141,2.35245,2.180802,1.282669,2.422288,0.939472,-0.424402,-0.381989,-0.950138,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.196116,-0.221178,-0.054741,-0.626821,1.5493,-0.570437,1.971784,1.890823,1.859722,3.17777,2.545793,2.615304,2.341646,2.188407,1.294094,2.418003,0.969679,-0.547476,-0.498811,-1.138371,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.085115,-0.143196,-0.353978,-0.676386,1.55779,-0.555796,1.9794,1.902553,1.86543,3.169044,2.54655,2.670708,2.338123,2.196077,1.284623,2.422962,0.963076,-0.748868,-0.722149,-1.439544,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.193896,-0.143953,-0.288975,-0.664228,1.561546,-0.583614,1.991846,1.915471,1.881089,3.174861,2.558631,2.68001,2.333994,2.208305,1.242139,2.392543,0.932338,-0.700385,-0.708405,-1.414447,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.175026,-0.188622,-0.188109,-0.660721,1.568553,-0.576294,2.006279,1.91638,1.892658,3.183177,2.573422,2.710688,2.338746,2.218543,1.288168,2.417752,0.96181,-0.640713,-0.677481,-1.32033,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.14672,-0.157581,-0.148883,-0.640849,1.576317,-0.552867,2.019031,1.930333,1.905417,3.182522,2.580187,2.702657,2.320643,2.228026,1.280466,2.43009,0.939315,-0.648172,-0.684353,-1.32033,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.203886,-0.158338,-0.134313,-0.663059,1.580042,-0.597524,2.029714,1.943029,1.915246,3.181129,2.585504,2.640377,2.321979,2.235351,1.274478,2.429886,0.949347,-0.547476,-0.598454,-1.113274,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.10343,-0.086413,-0.210524,-0.608117,1.586133,-0.629735,2.031172,1.959049,1.91494,3.187089,2.596424,2.611433,2.330414,2.236219,1.297532,2.456913,0.957471,-0.558664,-0.615634,-1.15092,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.055856,0.053651,-0.002066,-0.544524,1.588879,-0.630467,2.031066,1.965096,1.919366,3.194483,2.607867,2.615362,2.345045,2.233263,1.307661,2.455215,0.981003,-0.603418,-0.660302,-1.257586,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.067512,0.061222,0.058453,-0.540316,1.591656,-0.629003,2.036178,1.962937,1.925654,3.194033,2.613319,2.570298,2.339205,2.237289,1.280489,2.488973,0.936885,-0.607148,-0.65343,-1.295232,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.110802,0.062736,-0.090605,-0.566969,1.593897,-0.631931,2.042819,1.959782,1.930294,3.205216,2.627975,2.579716,2.347459,2.237289,1.299009,2.481725,0.976766,-0.700385,-0.735893,-1.533661,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.137997,0.114977,-0.137676,-0.594089,1.601472,-0.620218,2.051281,1.971904,1.936765,3.218673,2.642614,2.532515,2.362422,2.237223,1.283309,2.510764,0.968319,-0.771245,-0.79774,-1.502289,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.189058,0.110434,-0.031206,-0.541485,1.602861,-0.623146,2.059661,1.979508,1.946716,3.230553,2.651263,2.520267,2.369286,2.240645,1.269186,2.534458,0.943216,-0.670549,-0.725585,-1.075627,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.217363,0.145261,-0.0525,-0.620274,1.611099,-0.615094,2.070062,1.987039,1.950806,3.253657,2.668224,2.548807,2.371326,2.242852,1.259434,2.55814,0.914734,-0.599689,-0.674046,-0.799552,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.144102,0.067279,-0.126468,-0.606948,1.621293,-0.62095,2.083625,1.991255,1.9621,3.259924,2.671169,2.541643,2.370129,2.244029,1.299937,2.586971,0.950057,-0.577312,-0.667174,-0.674063,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.058631,-0.014488,-0.195954,-0.647863,1.624797,-0.645841,2.101055,1.998825,1.976446,3.276843,2.682813,2.547478,2.36094,2.248464,1.29386,2.554566,0.946827,-0.480345,-0.570967,-0.42936,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.006859,-0.005403,0.047246,-0.589413,1.628016,-0.615094,2.109153,2.007708,1.992716,3.289132,2.695131,2.547362,2.365807,2.256951,1.3305,2.556113,0.997668,-0.532558,-0.625942,-0.5423,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.001466,0.024881,0.040522,-0.602506,1.631803,-0.618754,2.107272,2.014352,1.993295,3.294007,2.707364,2.640666,2.373165,2.260694,1.321859,2.612629,0.965438,-0.543746,-0.622506,-0.648965,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.090822,0.16116,0.178372,-0.589413,1.63679,-0.613629,2.11557,2.030372,1.998973,3.319241,2.732234,2.616228,2.401682,2.265675,1.323065,2.608537,0.950002,-0.484074,-0.536607,-0.648965,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',-0.001864,-0.003889,0.110007,-0.552006,1.63739,-0.636324,2.118614,2.038619,2.004925,3.328479,2.745561,2.567583,2.4088,2.271547,1.325982,2.578813,0.946394,-0.450509,-0.498811,-0.561123,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.117462,0.139961,0.023711,-0.518105,1.637832,-0.639984,2.129427,2.054202,2.015944,3.35105,2.768697,2.625414,2.433334,2.275081,1.339501,2.612624,0.957272,-0.480345,-0.546915,-0.586221,'\'(-inf-6.266667]\''
'\'(14.9-27.8]\'',0.274528,0.275483,-0.085001,-0.611624,1.640136,-0.664875,2.136855,2.075752,2.023575,3.362868,2.784515,2.620503,2.471398,2.277761,1.334801,2.632022,0.96133,-0.484074,-0.564095,-0.579946,'\'(-inf-6.266667]\''
