@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R102,63,105,115,112,65,114,113,108,109,99,106,69,118,22,62,107,103,60,38,3,5,117,111,1,119'

@attribute CPIMEDSL numeric
@attribute M2SL numeric
@attribute CUSR0000SAS numeric
@attribute CES3000000008 numeric
@attribute DSERRG3M086SBEA numeric
@attribute BOGMBASE numeric
@attribute CES2000000008 numeric
@attribute CES0600000008 numeric
@attribute CUSR0000SA0L5 numeric
@attribute PCEPI numeric
@attribute CPIAUCSL numeric
@attribute CPIULFSL numeric
@attribute REALLN numeric
@attribute INVEST numeric
@attribute CLF16OV numeric
@attribute M1SL numeric
@attribute CUSR0000SA0L2 numeric
@attribute CUSR0000SAC numeric
@attribute BUSINVx numeric
@attribute SRVPRD numeric
@attribute DPCERA3M086SBEA numeric
@attribute RETAILx numeric
@attribute DTCTHFNM numeric
@attribute DNDGRG3M086SBEA numeric
@attribute RPI numeric
@attribute UNRATE {'\'(-inf-6.266667]\'','\'(6.266667-10.533333]\'','\'(10.533333-inf)\''}

@data
-1.058883,-0.83798,-1.132911,-1.189829,-1.159511,-0.652354,-1.133496,-1.1602,-1.211252,-1.251071,-1.199024,-1.199695,-0.89841,-0.824334,-1.263133,-0.458183,-1.227169,-1.313111,-1.091464,-1.167011,-1.050876,-1.004055,-0.971116,-1.293604,-1.03111,'\'(-inf-6.266667]\''
-1.057178,-0.837795,-1.131124,-1.189829,-1.157506,-0.651777,-1.126941,-1.157746,-1.208775,-1.248049,-1.196673,-1.196158,-0.898341,-0.823067,-1.255983,-0.457979,-1.224582,-1.309734,-1.08961,-1.164398,-1.050268,-1.002168,-0.971025,-1.288649,-1.02272,'\'(-inf-6.266667]\''
-1.056042,-0.837273,-1.129336,-1.185728,-1.155731,-0.651603,-1.129126,-1.156519,-1.207536,-1.246157,-1.195498,-1.194979,-0.898314,-0.823209,-1.263601,-0.457876,-1.223288,-1.308045,-1.089678,-1.16465,-1.044887,-0.999865,-0.971063,-1.287092,-1.027595,'\'(-inf-6.266667]\''
-1.054905,-0.836651,-1.127549,-1.182994,-1.154041,-0.65143,-1.122572,-1.152839,-1.205058,-1.2446,-1.193147,-1.192621,-0.898382,-0.823036,-1.26357,-0.457794,-1.221994,-1.306356,-1.088191,-1.16465,-1.042229,-0.998824,-0.970492,-1.286457,-1.024949,'\'(-inf-6.266667]\''
-1.053768,-0.835994,-1.125761,-1.181627,-1.152409,-0.650794,-1.116017,-1.150385,-1.203819,-1.242402,-1.191972,-1.190263,-0.898267,-0.822171,-1.25055,-0.457712,-1.219407,-1.304667,-1.086446,-1.162446,-1.042421,-0.997446,-0.971388,-1.284011,-1.020187,'\'(-inf-6.266667]\''
-1.052632,-0.835018,-1.123974,-1.18026,-1.150862,-0.650679,-1.108371,-1.146704,-1.202581,-1.240815,-1.190797,-1.189084,-0.898147,-0.820308,-1.251206,-0.457323,-1.219407,-1.302978,-1.085,-1.163265,-1.03909,-0.997499,-0.970759,-1.283375,-1.018013,'\'(-inf-6.266667]\''
-1.051495,-0.833958,-1.122186,-1.176158,-1.148972,-0.65039,-1.109463,-1.144251,-1.200103,-1.238098,-1.188446,-1.186726,-0.897994,-0.818742,-1.248895,-0.456934,-1.21682,-1.2996,-1.084154,-1.159362,-1.035183,-0.996984,-0.970545,-1.279945,-1.018616,'\'(-inf-6.266667]\''
-1.050927,-0.833083,-1.120399,-1.18026,-1.146881,-0.65039,-1.105093,-1.145478,-1.197625,-1.235076,-1.186095,-1.183189,-0.89781,-0.816879,-1.238841,-0.456709,-1.214232,-1.296222,-1.0838,-1.156591,-1.040019,-0.995612,-0.970501,-1.276895,-1.021579,'\'(-inf-6.266667]\''
-1.04979,-0.832292,-1.118611,-1.18026,-1.144733,-0.649928,-1.100724,-1.144251,-1.195148,-1.232665,-1.183745,-1.180831,-0.897655,-0.814894,-1.230349,-0.456545,-1.211645,-1.294533,-1.082722,-1.155962,-1.045239,-0.999323,-0.970724,-1.276292,-1.022445,'\'(-inf-6.266667]\''
-1.048085,-0.831384,-1.116824,-1.172057,-1.142471,-0.649061,-1.101816,-1.138117,-1.19267,-1.229948,-1.181394,-1.178473,-0.897322,-0.81206,-1.226539,-0.456401,-1.209058,-1.291155,-1.082395,-1.154231,-1.037905,-0.994518,-0.970384,-1.274417,-1.019526,'\'(-inf-6.266667]\''
-1.047517,-0.830307,-1.115036,-1.166589,-1.140867,-0.648946,-1.094169,-1.133209,-1.19267,-1.228636,-1.180219,-1.176115,-0.897101,-0.810085,-1.220919,-0.456176,-1.207764,-1.291155,-1.081263,-1.149446,-1.027016,-0.990475,-0.971002,-1.275751,-1.012167,'\'(-inf-6.266667]\''
-1.04638,-0.828944,-1.114142,-1.162487,-1.139063,-0.649292,-1.0898,-1.130756,-1.191431,-1.226835,-1.180219,-1.176115,-0.896857,-0.809222,-1.228631,-0.455787,-1.20647,-1.289466,-1.079995,-1.148753,-1.02551,-0.988709,-0.971245,-1.275148,-1.010451,'\'(-inf-6.266667]\''
-1.045244,-0.827446,-1.114142,-1.162487,-1.137287,-0.649177,-1.086523,-1.128302,-1.190192,-1.22479,-1.179044,-1.176115,-0.896487,-0.808078,-1.229506,-0.4555,-1.203883,-1.287777,-1.078154,-1.146361,-1.025094,-0.988467,-0.971444,-1.273051,-1.007739,'\'(-inf-6.266667]\''
-1.044107,-0.826016,-1.113249,-1.159753,-1.135626,-0.648715,-1.082153,-1.124621,-1.188954,-1.222348,-1.177868,-1.174936,-0.896072,-0.80677,-1.217922,-0.455254,-1.202589,-1.284399,-1.076667,-1.142741,-1.020258,-0.985218,-0.971116,-1.269906,-1.005435,'\'(-inf-6.266667]\''
-1.04297,-0.824619,-1.112355,-1.157019,-1.133507,-0.648252,-1.075599,-1.122168,-1.186476,-1.219753,-1.175518,-1.172578,-0.89565,-0.807706,-1.21202,-0.454845,-1.200002,-1.281021,-1.07518,-1.139027,-1.020834,-0.986264,-0.970803,-1.267079,-1.002078,'\'(-inf-6.266667]\''
-1.041834,-0.823559,-1.109674,-1.154285,-1.131416,-0.647964,-1.072322,-1.119714,-1.183998,-1.216976,-1.173167,-1.17022,-0.895229,-0.807023,-1.225415,-0.454538,-1.197415,-1.279332,-1.074485,-1.136382,-1.014301,-0.982942,-0.970325,-1.263553,-0.985728,'\'(-inf-6.266667]\''
-1.040697,-0.822449,-1.10878,-1.152918,-1.129354,-0.647212,-1.069044,-1.118487,-1.18276,-1.215083,-1.171992,-1.169041,-0.894523,-0.805561,-1.20562,-0.454251,-1.196121,-1.277643,-1.073489,-1.134336,-1.017792,-0.98239,-0.969309,-1.263013,-0.996814,'\'(-inf-6.266667]\''
-1.040129,-0.821456,-1.106992,-1.150184,-1.127321,-0.64727,-1.064675,-1.114807,-1.181521,-1.213252,-1.170816,-1.167862,-0.894094,-0.806035,-1.195222,-0.454107,-1.194827,-1.275954,-1.072057,-1.132699,-1.013148,-0.98138,-0.968604,-1.259582,-0.993811,'\'(-inf-6.266667]\''
-1.038992,-0.820278,-1.106099,-1.150184,-1.125889,-0.647097,-1.061398,-1.11358,-1.181521,-1.212305,-1.169641,-1.166683,-0.893558,-0.805241,-1.193411,-0.453923,-1.194827,-1.275954,-1.070816,-1.127631,-1.004981,-0.978242,-0.968416,-1.258153,-0.988619,'\'(-inf-6.266667]\''
-1.040129,-0.819285,-1.105205,-1.147449,-1.124886,-0.646924,-1.058121,-1.111126,-1.180282,-1.211329,-1.168466,-1.165504,-0.892998,-0.804349,-1.189009,-0.45378,-1.193534,-1.274265,-1.070148,-1.125302,-1.002963,-0.976007,-0.967857,-1.257073,-0.986166,'\'(-inf-6.266667]\''
-1.039561,-0.818242,-1.104311,-1.148816,-1.12354,-0.646461,-1.057028,-1.111126,-1.179043,-1.210016,-1.167291,-1.164325,-0.892488,-0.802527,-1.170712,-0.453657,-1.193534,-1.274265,-1.070148,-1.121367,-0.998767,-0.973836,-0.96692,-1.25631,-0.981649,'\'(-inf-6.266667]\''
-1.038992,-0.817283,-1.103417,-1.140614,-1.121965,-0.64571,-1.054843,-1.104992,-1.176565,-1.207513,-1.166115,-1.163147,-0.892428,-0.800277,-1.165498,-0.453554,-1.190946,-1.269198,-1.068511,-1.114914,-0.993387,-0.973957,-0.96557,-1.252784,-0.976976,'\'(-inf-6.266667]\''
-1.038424,-0.816038,-1.10163,-1.13788,-1.120132,-0.645479,-1.047197,-1.101312,-1.175327,-1.204888,-1.16494,-1.161968,-0.891704,-0.799476,-1.154476,-0.453186,-1.189653,-1.269198,-1.068648,-1.108367,-0.993259,-0.975397,-0.965957,-1.250053,-0.972651,'\'(-inf-6.266667]\''
-1.037856,-0.814692,-1.100736,-1.132411,-1.118557,-0.646115,-1.043919,-1.097631,-1.172849,-1.202355,-1.162589,-1.160789,-0.890666,-0.799581,-1.152665,-0.452735,-1.187065,-1.26582,-1.067802,-1.103425,-0.991241,-0.973831,-0.965925,-1.245383,-0.965323,'\'(-inf-6.266667]\''
-1.037287,-0.813379,-1.099842,-1.129677,-1.117383,-0.645768,-1.040642,-1.093951,-1.172849,-1.201439,-1.162589,-1.15961,-0.889911,-0.79769,-1.134711,-0.452326,-1.187065,-1.26582,-1.066657,-1.097916,-0.977565,-0.968936,-0.965688,-1.245637,-0.959561,'\'(-inf-6.266667]\''
-1.036719,-0.812555,-1.098949,-1.126943,-1.116323,-0.645075,-1.036273,-1.091497,-1.17161,-1.200462,-1.161414,-1.15961,-0.889114,-0.79689,-1.134618,-0.452059,-1.185772,-1.264131,-1.064788,-1.093037,-0.975067,-0.968458,-0.964938,-1.246018,-0.958316,'\'(-inf-6.266667]\''
-1.036151,-0.81173,-1.098055,-1.124209,-1.115063,-0.644728,-1.032995,-1.089043,-1.170371,-1.199028,-1.160239,-1.157252,-0.888344,-0.797404,-1.128529,-0.451998,-1.184478,-1.262442,-1.062524,-1.087245,-0.970775,-0.965887,-0.963817,-1.244811,-0.954469,'\'(-inf-6.266667]\''
-1.035582,-0.810653,-1.097161,-1.122842,-1.113774,-0.644497,-1.03518,-1.089043,-1.169132,-1.198051,-1.159063,-1.157252,-0.887746,-0.79764,-1.122378,-0.451854,-1.184478,-1.260753,-1.061679,-1.080036,-0.967989,-0.964599,-0.962499,-1.244843,-0.951884,'\'(-inf-6.266667]\''
-1.035582,-0.809004,-1.096267,-1.121475,-1.112142,-0.643804,-1.032995,-1.087817,-1.167894,-1.195731,-1.157888,-1.154894,-0.886871,-0.798082,-1.118101,-0.451404,-1.181891,-1.257375,-1.06082,-1.077801,-0.961615,-0.963537,-0.961594,-1.241603,-0.946297,'\'(-inf-6.266667]\''
-1.035014,-0.807456,-1.095374,-1.116006,-1.110653,-0.643804,-1.029718,-1.082909,-1.166655,-1.193838,-1.156713,-1.153715,-0.885947,-0.797649,-1.106423,-0.450974,-1.181891,-1.257375,-1.05801,-1.071694,-0.956939,-0.961634,-0.960558,-1.239601,-0.937681,'\'(-inf-6.266667]\''
-1.035014,-0.805841,-1.09448,-1.113272,-1.109221,-0.643746,-1.025349,-1.079229,-1.164177,-1.190908,-1.154362,-1.152536,-0.885141,-0.796246,-1.110326,-0.450503,-1.17801,-1.252308,-1.055801,-1.069585,-0.955434,-0.957828,-0.96035,-1.23382,-0.934132,'\'(-inf-6.266667]\''
-1.032741,-0.804394,-1.093586,-1.109171,-1.108075,-0.643053,-1.019887,-1.075548,-1.162938,-1.190176,-1.153187,-1.151357,-0.884332,-0.795864,-1.107235,-0.450134,-1.176716,-1.250619,-1.054069,-1.061621,-0.940957,-0.954931,-0.960066,-1.231914,-0.912448,'\'(-inf-6.266667]\''
-1.032741,-0.803216,-1.092692,-1.107804,-1.106471,-0.643573,-1.015517,-1.074321,-1.160461,-1.188222,-1.150836,-1.150178,-0.883451,-0.794672,-1.104081,-0.449847,-1.174129,-1.247241,-1.051996,-1.05457,-0.937466,-0.953527,-0.959179,-1.229373,-0.90266,'\'(-inf-6.266667]\''
-1.032172,-0.801802,-1.091799,-1.102335,-1.104925,-0.643053,-1.00787,-1.071868,-1.159222,-1.186116,-1.149661,-1.148999,-0.882864,-0.792183,-1.093122,-0.449274,-1.172835,-1.245552,-1.050264,-1.047928,-0.934039,-0.948785,-0.957756,-1.226736,-0.899078,'\'(-inf-6.266667]\''
-1.031604,-0.800456,-1.090905,-1.098234,-1.104409,-0.642879,-0.996947,-1.065734,-1.156744,-1.184132,-1.14731,-1.14782,-0.881827,-0.791131,-1.10736,-0.448803,-1.168954,-1.240485,-1.046418,-1.042703,-0.925264,-0.945105,-0.958078,-1.220955,-0.902945,'\'(-inf-6.266667]\''
-1.031036,-0.799817,-1.090011,-1.096867,-1.102805,-0.643688,-1.005686,-1.065734,-1.153028,-1.180652,-1.143785,-1.146641,-0.880833,-0.792909,-1.079977,-0.448659,-1.165073,-1.233729,-1.043145,-1.036659,-0.919691,-0.94193,-0.957803,-1.213775,-0.899384,'\'(-inf-6.266667]\''
-1.030468,-0.799615,-1.088224,-1.0955,-1.100829,-0.643226,-1.003501,-1.06328,-1.148073,-1.175921,-1.139083,-1.144283,-0.879697,-0.79326,-1.064927,-0.448762,-1.159898,-1.225284,-1.039981,-1.031371,-0.918506,-0.940247,-0.957598,-1.20253,-0.898226,'\'(-inf-6.266667]\''
-1.029899,-0.798874,-1.08733,-1.091398,-1.097851,-0.64236,-1.001316,-1.059599,-1.144356,-1.170945,-1.135557,-1.143104,-0.878654,-0.7931,-1.059557,-0.448557,-1.154724,-1.218528,-1.036844,-1.027688,-0.922093,-0.941882,-0.956945,-1.193858,-0.896327,'\'(-inf-6.266667]\''
-1.028763,-0.79768,-1.086436,-1.088664,-1.095703,-0.642071,-1.000224,-1.057146,-1.14064,-1.167618,-1.133207,-1.140746,-0.877797,-0.793922,-1.060837,-0.448106,-1.150842,-1.211772,-1.032943,-1.02369,-0.920171,-0.941882,-0.955472,-1.188489,-0.892057,'\'(-inf-6.266667]\''
-1.028194,-0.796586,-1.084649,-1.08593,-1.093154,-0.641724,-0.995854,-1.053465,-1.138162,-1.163742,-1.129681,-1.138388,-0.876837,-0.793528,-1.043009,-0.447737,-1.146961,-1.206705,-1.029343,-1.019409,-0.922445,-0.939848,-0.954108,-1.181723,-0.889294,'\'(-inf-6.266667]\''
-1.028194,-0.796047,-1.083755,-1.081829,-1.090605,-0.640626,-0.994762,-1.049785,-1.136923,-1.161269,-1.129681,-1.138388,-0.875858,-0.793761,-1.04126,-0.447574,-1.146961,-1.206705,-1.026288,-1.019755,-0.915207,-0.939779,-0.952685,-1.180421,-0.88638,'\'(-inf-6.266667]\''
-1.027626,-0.79566,-1.081074,-1.079095,-1.087598,-0.640511,-0.994762,-1.048558,-1.127013,-1.153364,-1.120279,-1.13603,-0.874916,-0.793498,-1.044226,-0.447533,-1.135318,-1.186437,-1.023683,-1.012893,-0.926577,-0.939112,-0.951235,-1.160344,-0.889314,'\'(-inf-6.266667]\''
-1.026489,-0.795576,-1.078392,-1.074993,-1.084247,-0.64028,-0.986023,-1.043651,-1.124535,-1.150616,-1.117928,-1.132493,-0.87402,-0.792414,-1.033954,-0.447492,-1.134025,-1.186437,-1.020928,-1.009147,-0.913285,-0.936099,-0.950545,-1.159709,-0.883455,'\'(-inf-6.266667]\''
-1.022511,-0.795021,-1.073923,-1.072259,-1.081641,-0.639529,-0.982745,-1.041197,-1.120819,-1.146679,-1.113227,-1.127777,-0.873179,-0.791309,-1.024805,-0.447266,-1.130144,-1.18137,-1.018228,-1.001655,-0.919595,-0.934837,-0.949514,-1.152403,-0.874815,'\'(-inf-6.266667]\''
-1.021943,-0.793961,-1.071242,-1.069525,-1.078892,-0.639066,-0.979468,-1.037517,-1.114624,-1.14094,-1.109701,-1.12424,-0.872294,-0.789267,-1.00654,-0.446857,-1.124969,-1.172925,-1.013618,-0.994258,-0.917962,-0.933018,-0.948513,-1.140014,-0.872528,'\'(-inf-6.266667]\''
-1.020806,-0.79285,-1.069455,-1.066791,-1.075283,-0.638027,-0.978376,-1.03629,-1.110908,-1.135141,-1.105,-1.120703,-0.871461,-0.787511,-1.001107,-0.446468,-1.119794,-1.166169,-1.007604,-0.992652,-0.925712,-0.939001,-0.947608,-1.129213,-0.875182,'\'(-inf-6.266667]\''
-1.01967,-0.792144,-1.066773,-1.065424,-1.07239,-0.637853,-0.978376,-1.03629,-1.104714,-1.128334,-1.099123,-1.115987,-0.870936,-0.786554,-0.991459,-0.446283,-1.112032,-1.156035,-1.00249,-0.988277,-0.926225,-0.936189,-0.948226,-1.113743,-0.883701,'\'(-inf-6.266667]\''
-1.018533,-0.791386,-1.064986,-1.061322,-1.068868,-0.638604,-0.971821,-1.030156,-1.097281,-1.11997,-1.093247,-1.111271,-0.870102,-0.786568,-0.982529,-0.445976,-1.10427,-1.142523,-0.998085,-0.983713,-0.931445,-0.934837,-0.948337,-1.094397,-0.88965,'\'(-inf-6.266667]\''
-1.01626,-0.790394,-1.061411,-1.058588,-1.064801,-0.638315,-0.969637,-1.027702,-1.091087,-1.111546,-1.08737,-1.105376,-0.869204,-0.785225,-0.983528,-0.445689,-1.096508,-1.132389,-0.992207,-0.981415,-0.930036,-0.931546,-0.949069,-1.07718,-0.896094,'\'(-inf-6.266667]\''
-1.014555,-0.789922,-1.059623,-1.057221,-1.061336,-0.637102,-0.96636,-1.026475,-1.088609,-1.106357,-1.083844,-1.10066,-0.868196,-0.785057,-0.988711,-0.445587,-1.093921,-1.129011,-0.988156,-0.978172,-0.927025,-0.92845,-0.948565,-1.070382,-0.89667,'\'(-inf-6.266667]\''
-1.012282,-0.789636,-1.055155,-1.044917,-1.05704,-0.636467,-0.96199,-1.01666,-1.081176,-1.099061,-1.077968,-1.094765,-0.867412,-0.786203,-0.979063,-0.445505,-1.086159,-1.118877,-0.98176,-0.971814,-0.924399,-0.925763,-0.947523,-1.059454,-0.895782,'\'(-inf-6.266667]\''
-1.008303,-0.789098,-1.05158,-1.038082,-1.052858,-0.636004,-0.955436,-1.010526,-1.07746,-1.092712,-1.073267,-1.08887,-0.866766,-0.786136,-0.97057,-0.445321,-1.080984,-1.112121,-0.975132,-0.968697,-0.926545,-0.925185,-0.946542,-1.053864,-0.89646,'\'(-inf-6.266667]\''
-1.005462,-0.788492,-1.047111,-1.03398,-1.049622,-0.635138,-0.954343,-1.006846,-1.072505,-1.087157,-1.069741,-1.082975,-0.866034,-0.787353,-0.95983,-0.445157,-1.077103,-1.108743,-0.968245,-0.963629,-0.923566,-0.921353,-0.945816,-1.047637,-0.892591,'\'(-inf-6.266667]\''
-1.002052,-0.788038,-1.042642,-1.027145,-1.045441,-0.635196,-0.93905,-0.999485,-1.065072,-1.079221,-1.062689,-1.075901,-0.865588,-0.786954,-0.964607,-0.444993,-1.068048,-1.095231,-0.963076,-0.962087,-0.916776,-0.914471,-0.944736,-1.033628,-0.894239,'\'(-inf-6.266667]\''
-0.99921,-0.787398,-1.038173,-1.021677,-1.041174,-0.635022,-0.929218,-0.993351,-1.057639,-1.071254,-1.054462,-1.070006,-0.865242,-0.787268,-0.951212,-0.444809,-1.058992,-1.083408,-0.95567,-0.95853,-0.925936,-0.920422,-0.94485,-1.021303,-0.895265,'\'(-inf-6.266667]\''
-0.996937,-0.78649,-1.034598,-1.013474,-1.037966,-0.634791,-0.930311,-0.987217,-1.051445,-1.065699,-1.049761,-1.06529,-0.864876,-0.787535,-0.950275,-0.444542,-1.053817,-1.074963,-0.948592,-0.95299,-0.928435,-0.922698,-0.945175,-1.014918,-0.892106,'\'(-inf-6.266667]\''
-0.995232,-0.785598,-1.031023,-1.012107,-1.034243,-0.634098,-0.924849,-0.984763,-1.04525,-1.059838,-1.043884,-1.060574,-0.864541,-0.786207,-0.942532,-0.444255,-1.047349,-1.066518,-0.942414,-0.953619,-0.938011,-0.923955,-0.945558,-1.006214,-0.897955,'\'(6.266667-10.533333]\''
-0.992959,-0.785009,-1.027448,-1.008006,-1.030119,-0.633116,-0.919387,-0.979856,-1.040295,-1.053611,-1.039183,-1.055858,-0.864219,-0.784123,-0.942095,-0.444153,-1.040881,-1.058073,-0.935963,-0.958121,-0.93974,-0.927609,-0.945476,-0.997415,-0.898557,'\'(6.266667-10.533333]\''
-0.990117,-0.784302,-1.024767,-1.005271,-1.025565,-0.633636,-0.916109,-0.976175,-1.03534,-1.048697,-1.034482,-1.051143,-0.864084,-0.784043,-0.931229,-0.444215,-1.037,-1.051317,-0.933781,-0.959065,-0.93247,-0.918955,-0.946908,-0.992777,-0.899464,'\'(6.266667-10.533333]\''
-0.987276,-0.78299,-1.021192,-0.999803,-1.02167,-0.634907,-0.917202,-0.972495,-1.032862,-1.044362,-1.030956,-1.047606,-0.863741,-0.784141,-0.94222,-0.443989,-1.034412,-1.047939,-0.934709,-0.956326,-0.924623,-0.915401,-0.947365,-0.990871,-0.899938,'\'(6.266667-10.533333]\''
-0.984434,-0.781156,-1.020298,-0.992968,-1.019236,-0.634791,-0.899724,-0.96636,-1.030385,-1.041646,-1.028605,-1.044069,-0.863431,-0.780782,-0.930074,-0.443702,-1.031825,-1.044561,-0.936113,-0.957334,-0.926545,-0.921011,-0.948668,-0.991506,-0.89922,'\'(6.266667-10.533333]\''
-0.982161,-0.779456,-1.017617,-0.992968,-1.01663,-0.634156,-0.900816,-0.965134,-1.027907,-1.038929,-1.026255,-1.040532,-0.863171,-0.777607,-0.922768,-0.443743,-1.029238,-1.042872,-0.935991,-0.958058,-0.92552,-0.917657,-0.949174,-0.992078,-0.89803,'\'(6.266667-10.533333]\''
-0.980456,-0.777302,-1.015829,-0.990233,-1.013394,-0.63404,-0.899724,-0.96268,-1.026668,-1.035694,-1.025079,-1.039353,-0.863123,-0.776429,-0.907624,-0.443129,-1.02665,-1.037805,-0.937627,-0.952518,-0.907392,-0.906296,-0.949274,-0.989664,-0.892069,'\'(6.266667-10.533333]\''
-0.978183,-0.774762,-1.013148,-0.986132,-1.009756,-0.633231,-0.893169,-0.958999,-1.021713,-1.030627,-1.020378,-1.035816,-0.863049,-0.773951,-0.917272,-0.442474,-1.022769,-1.031049,-0.938309,-0.953273,-0.906079,-0.90658,-0.956866,-0.982262,-0.874934,'\'(6.266667-10.533333]\''
-0.97591,-0.772725,-1.011361,-0.982031,-1.005833,-0.632596,-0.890984,-0.956546,-1.015519,-1.023637,-1.014502,-1.0311,-0.863062,-0.772966,-0.903347,-0.442207,-1.013714,-1.019226,-0.937613,-0.94427,-0.902332,-0.902568,-0.956154,-0.969238,-0.885954,'\'(6.266667-10.533333]\''
-0.974205,-0.771379,-1.008679,-0.976562,-1.003828,-0.632827,-0.892077,-0.951638,-1.013041,-1.020065,-1.012151,-1.028742,-0.863005,-0.770923,-0.898944,-0.442125,-1.01242,-1.017537,-0.936127,-0.938352,-0.89993,-0.899756,-0.956043,-0.963552,-0.87858,'\'(6.266667-10.533333]\''
-0.971931,-0.769966,-1.005104,-0.972461,-0.999733,-0.632769,-0.889892,-0.949185,-1.008086,-1.015975,-1.00745,-1.024026,-0.862891,-0.768266,-0.897695,-0.441798,-1.005952,-1.01247,-0.934218,-0.939391,-0.89756,-0.89924,-0.956394,-0.962122,-0.876233,'\'(6.266667-10.533333]\''
-0.969658,-0.768906,-1.002423,-0.969727,-0.996554,-0.63248,-0.892077,-0.946731,-1.004369,-1.011152,-1.003924,-1.020489,-0.862477,-0.767339,-0.895666,-0.441859,-1.000777,-1.005714,-0.932145,-0.932718,-0.897624,-0.89749,-0.95657,-0.955293,-0.87155,'\'(6.266667-10.533333]\''
-0.970227,-0.767375,-0.997061,-0.965626,-0.991742,-0.631671,-0.885522,-0.943051,-0.999414,-1.00578,-0.999223,-1.015773,-0.862183,-0.765343,-0.896196,-0.441572,-0.996896,-1.000647,-0.932431,-0.929979,-0.890546,-0.896386,-0.956263,-0.951068,-0.871613,'\'(6.266667-10.533333]\''
-0.967385,-0.76581,-0.994379,-0.961524,-0.988134,-0.630516,-0.882245,-0.93937,-0.995698,-1.00114,-0.995697,-1.012236,-0.86178,-0.762701,-0.891232,-0.441511,-0.993015,-0.997269,-0.932172,-0.924565,-0.881546,-0.892217,-0.955774,-0.947796,-0.870141,'\'(6.266667-10.533333]\''
-0.965112,-0.76406,-0.989017,-0.956056,-0.985298,-0.631209,-0.881153,-0.934463,-0.99322,-0.997935,-0.993346,-1.008699,-0.861239,-0.762452,-0.87484,-0.441245,-0.990427,-0.99558,-0.929172,-0.915468,-0.87213,-0.885456,-0.956678,-0.945985,-0.863533,'\'(6.266667-10.533333]\''
-0.96227,-0.761754,-0.986335,-0.950588,-0.982692,-0.63196,-0.877876,-0.929555,-0.991981,-0.996837,-0.992171,-1.006341,-0.860531,-0.76191,-0.872841,-0.440753,-0.989134,-0.997269,-0.926362,-0.908574,-0.872931,-0.887411,-0.957264,-0.950686,-0.857652,'\'(6.266667-10.533333]\''
-0.959429,-0.760122,-0.983654,-0.945119,-0.980172,-0.631556,-0.872414,-0.925875,-0.991981,-0.995554,-0.990996,-1.002804,-0.85958,-0.760047,-0.866066,-0.440364,-0.98784,-0.998958,-0.923484,-0.904009,-0.868158,-0.885582,-0.957633,-0.953418,-0.854984,'\'(6.266667-10.533333]\''
